id,action,resource,timestamp
audit_953,Trip Created,trip_953,2025-03-12T15:16:00
audit_954,Trip Created,trip_954,2025-03-12T07:50:00
audit_955,Trip Created,trip_955,2025-03-12T11:42:00
audit_956,Trip Created,trip_956,2025-03-12T09:38:00
audit_957,Trip Created,trip_957,2025-03-12T06:25:00
audit_958,Trip Created,trip_958,2025-03-12T20:18:00
audit_959,Trip Created,trip_959,2025-03-12T02:16:00
audit_960,Trip Created,trip_960,2025-03-12T19:13:00
audit_961,Trip Created,trip_961,2025-03-12T18:54:00
audit_962,Trip Created,trip_962,2025-03-12T02:29:00
audit_963,Trip Created,trip_963,2025-03-12T19:18:00
audit_964,Trip Created,trip_964,2025-03-12T22:48:00
audit_965,Trip Created,trip_965,2025-03-12T05:17:00
audit_966,Trip Created,trip_966,2025-03-12T04:48:00
audit_967,Trip Created,trip_967,2025-03-13T22:19:00
audit_968,Trip Created,trip_968,2025-03-13T21:38:00
audit_969,Trip Created,trip_969,2025-03-13T22:29:00
audit_970,Trip Created,trip_970,2025-03-13T06:45:00
audit_971,Trip Created,trip_971,2025-03-13T00:18:00
audit_972,Trip Created,trip_972,2025-03-13T09:21:00
audit_973,Trip Created,trip_973,2025-03-13T12:51:00
audit_974,Trip Created,trip_974,2025-03-13T16:31:00
audit_975,Trip Created,trip_975,2025-03-13T13:58:00
audit_976,Trip Created,trip_976,2025-03-13T04:27:00
audit_977,Trip Created,trip_977,2025-03-13T20:17:00
audit_978,Trip Created,trip_978,2025-03-13T01:41:00
audit_979,Trip Created,trip_979,2025-03-14T19:00:00
audit_980,Trip Created,trip_980,2025-03-14T03:11:00
audit_981,Trip Created,trip_981,2025-03-14T10:32:00
audit_982,Trip Created,trip_982,2025-03-14T13:43:00
audit_983,Trip Created,trip_983,2025-03-14T07:20:00
audit_984,Trip Created,trip_984,2025-03-14T05:35:00
audit_985,Trip Created,trip_985,2025-03-14T21:24:00
audit_986,Trip Created,trip_986,2025-03-14T18:40:00
audit_987,Trip Created,trip_987,2025-03-14T21:12:00
audit_988,Trip Created,trip_988,2025-03-14T16:09:00
audit_989,Trip Created,trip_989,2025-03-14T12:36:00
audit_990,Trip Created,trip_990,2025-03-14T12:06:00
audit_991,Trip Created,trip_991,2025-03-14T13:51:00
audit_992,Trip Created,trip_992,2025-03-14T06:06:00
audit_993,Trip Created,trip_993,2025-03-15T19:22:00
audit_994,Trip Created,trip_994,2025-03-15T23:31:00
audit_995,Trip Created,trip_995,2025-03-15T05:16:00
audit_996,Trip Created,trip_996,2025-03-15T14:50:00
audit_997,Trip Created,trip_997,2025-03-15T21:21:00
audit_998,Trip Created,trip_998,2025-03-15T15:57:00
audit_999,Trip Created,trip_999,2025-03-15T01:23:00
audit_1000,Trip Created,trip_1000,2025-03-15T21:33:00
audit_1001,Trip Created,trip_1001,2025-03-15T06:35:00
audit_1002,Trip Created,trip_1002,2025-03-15T00:10:00
audit_1003,Trip Created,trip_1003,2025-03-15T05:50:00
audit_1004,Trip Created,trip_1004,2025-03-15T06:25:00
audit_1005,Trip Created,trip_1005,2025-03-15T20:35:00
audit_1006,Trip Created,trip_1006,2025-03-16T20:58:00
audit_1007,Trip Created,trip_1007,2025-03-16T04:16:00
audit_1008,Trip Created,trip_1008,2025-03-16T19:44:00
audit_1009,Trip Created,trip_1009,2025-03-16T23:44:00
audit_1010,Trip Created,trip_1010,2025-03-16T18:23:00
audit_1011,Trip Created,trip_1011,2025-03-16T18:13:00
audit_1012,Trip Created,trip_1012,2025-03-16T16:18:00
audit_1013,Trip Created,trip_1013,2025-03-16T01:52:00
audit_1014,Trip Created,trip_1014,2025-03-16T20:58:00
audit_1015,Trip Created,trip_1015,2025-03-16T02:21:00
audit_1016,Trip Created,trip_1016,2025-03-16T01:32:00
audit_1017,Trip Created,trip_1017,2025-03-16T16:52:00
audit_1018,Trip Created,trip_1018,2025-03-16T11:22:00
audit_1019,Trip Created,trip_1019,2025-03-16T16:20:00
audit_1020,Trip Created,trip_1020,2025-03-16T07:47:00
audit_1021,Trip Created,trip_1021,2025-03-17T17:16:00
audit_1022,Trip Created,trip_1022,2025-03-17T23:33:00
audit_1023,Trip Created,trip_1023,2025-03-17T15:57:00
audit_1024,Trip Created,trip_1024,2025-03-17T06:55:00
audit_1025,Trip Created,trip_1025,2025-03-17T11:20:00
audit_1026,Trip Created,trip_1026,2025-03-17T17:19:00
audit_1027,Trip Created,trip_1027,2025-03-17T18:58:00
audit_1028,Trip Created,trip_1028,2025-03-17T18:52:00
audit_1029,Trip Created,trip_1029,2025-03-17T15:13:00
audit_1030,Trip Created,trip_1030,2025-03-17T06:58:00
audit_1031,Trip Created,trip_1031,2025-03-17T18:32:00
audit_1032,Trip Created,trip_1032,2025-03-17T21:38:00
audit_1033,Trip Created,trip_1033,2025-03-17T04:18:00
audit_1034,Trip Created,trip_1034,2025-03-18T22:51:00
audit_1035,Trip Created,trip_1035,2025-03-18T10:01:00
audit_1036,Trip Created,trip_1036,2025-03-18T01:45:00
audit_1037,Trip Created,trip_1037,2025-03-18T09:49:00
audit_1038,Trip Created,trip_1038,2025-03-18T00:37:00
audit_1039,Trip Created,trip_1039,2025-03-18T18:20:00
audit_1040,Trip Created,trip_1040,2025-03-18T18:14:00
audit_1041,Trip Created,trip_1041,2025-03-18T23:00:00
audit_1042,Trip Created,trip_1042,2025-03-18T06:36:00
audit_1043,Trip Created,trip_1043,2025-03-18T07:52:00
audit_1044,Trip Created,trip_1044,2025-03-18T00:13:00
audit_1045,Trip Created,trip_1045,2025-03-18T11:48:00
audit_1046,Trip Created,trip_1046,2025-03-18T10:29:00
audit_1047,Trip Created,trip_1047,2025-03-19T04:15:00
audit_1048,Trip Created,trip_1048,2025-03-19T20:24:00
audit_1049,Trip Created,trip_1049,2025-03-19T22:14:00
audit_1050,Trip Created,trip_1050,2025-03-19T00:12:00
audit_1051,Trip Created,trip_1051,2025-03-19T09:40:00
audit_1052,Trip Created,trip_1052,2025-03-19T23:25:00
audit_1053,Trip Created,trip_1053,2025-03-19T08:23:00
audit_1054,Trip Created,trip_1054,2025-03-19T08:39:00
audit_1055,Trip Created,trip_1055,2025-03-19T00:29:00
audit_1056,Trip Created,trip_1056,2025-03-19T17:44:00
audit_1057,Trip Created,trip_1057,2025-03-19T01:30:00
audit_1058,Trip Created,trip_1058,2025-03-19T18:37:00
audit_1059,Trip Created,trip_1059,2025-03-19T00:53:00
audit_1060,Trip Created,trip_1060,2025-03-20T16:44:00
audit_1061,Trip Created,trip_1061,2025-03-20T17:43:00
audit_1062,Trip Created,trip_1062,2025-03-20T15:24:00
audit_1063,Trip Created,trip_1063,2025-03-20T02:16:00
audit_1064,Trip Created,trip_1064,2025-03-20T06:49:00
audit_1065,Trip Created,trip_1065,2025-03-20T21:46:00
audit_1066,Trip Created,trip_1066,2025-03-20T20:54:00
audit_1067,Trip Created,trip_1067,2025-03-20T15:01:00
audit_1068,Trip Created,trip_1068,2025-03-20T23:35:00
audit_1069,Trip Created,trip_1069,2025-03-20T23:15:00
audit_1070,Trip Created,trip_1070,2025-03-20T05:22:00
audit_1071,Trip Created,trip_1071,2025-03-20T17:40:00
audit_1072,Trip Created,trip_1072,2025-03-20T10:45:00
audit_1073,Trip Created,trip_1073,2025-03-20T08:14:00
audit_1074,Trip Created,trip_1074,2025-03-21T10:07:00
audit_1075,Trip Created,trip_1075,2025-03-21T05:39:00
audit_1076,Trip Created,trip_1076,2025-03-21T02:30:00
audit_1077,Trip Created,trip_1077,2025-03-21T03:12:00
audit_1078,Trip Created,trip_1078,2025-03-21T17:17:00
audit_1079,Trip Created,trip_1079,2025-03-21T17:07:00
audit_1080,Trip Created,trip_1080,2025-03-21T09:57:00
audit_1081,Trip Created,trip_1081,2025-03-21T07:05:00
audit_1082,Trip Created,trip_1082,2025-03-21T23:45:00
audit_1083,Trip Created,trip_1083,2025-03-21T22:20:00
audit_1084,Trip Created,trip_1084,2025-03-21T04:15:00
audit_1085,Trip Created,trip_1085,2025-03-21T21:48:00
audit_1086,Trip Created,trip_1086,2025-03-21T07:47:00
audit_1087,Trip Created,trip_1087,2025-03-21T10:03:00
audit_1088,Trip Created,trip_1088,2025-03-22T22:56:00
audit_1089,Trip Created,trip_1089,2025-03-22T21:50:00
audit_1090,Trip Created,trip_1090,2025-03-22T13:08:00
audit_1091,Trip Created,trip_1091,2025-03-22T12:11:00
audit_1092,Trip Created,trip_1092,2025-03-22T16:12:00
audit_1093,Trip Created,trip_1093,2025-03-22T19:05:00
audit_1094,Trip Created,trip_1094,2025-03-22T04:22:00
audit_1095,Trip Created,trip_1095,2025-03-22T02:11:00
audit_1096,Trip Created,trip_1096,2025-03-22T11:43:00
audit_1097,Trip Created,trip_1097,2025-03-22T11:19:00
audit_1098,Trip Created,trip_1098,2025-03-22T02:23:00
audit_1099,Trip Created,trip_1099,2025-03-22T00:50:00
audit_1100,Trip Created,trip_1100,2025-03-22T14:43:00
audit_1101,Trip Created,trip_1101,2025-03-22T15:51:00
audit_1102,Trip Created,trip_1102,2025-03-23T06:35:00
audit_1103,Trip Created,trip_1103,2025-03-23T03:38:00
audit_1104,Trip Created,trip_1104,2025-03-23T15:16:00
audit_1105,Trip Created,trip_1105,2025-03-23T23:07:00
audit_1106,Trip Created,trip_1106,2025-03-23T15:20:00
audit_1107,Trip Created,trip_1107,2025-03-23T12:26:00
audit_1108,Trip Created,trip_1108,2025-03-23T04:28:00
audit_1109,Trip Created,trip_1109,2025-03-23T23:25:00
audit_1110,Trip Created,trip_1110,2025-03-23T14:36:00
audit_1111,Trip Created,trip_1111,2025-03-23T13:28:00
audit_1112,Trip Created,trip_1112,2025-03-23T06:21:00
audit_1113,Trip Created,trip_1113,2025-03-23T20:18:00
audit_1114,Trip Created,trip_1114,2025-03-23T10:27:00
audit_1115,Trip Created,trip_1115,2025-03-24T22:26:00
audit_1116,Trip Created,trip_1116,2025-03-24T15:52:00
audit_1117,Trip Created,trip_1117,2025-03-24T03:09:00
audit_1118,Trip Created,trip_1118,2025-03-24T05:24:00
audit_1119,Trip Created,trip_1119,2025-03-24T04:01:00
audit_1120,Trip Created,trip_1120,2025-03-24T04:52:00
audit_1121,Trip Created,trip_1121,2025-03-24T02:09:00
audit_1122,Trip Created,trip_1122,2025-03-24T03:37:00
audit_1123,Trip Created,trip_1123,2025-03-24T05:02:00
audit_1124,Trip Created,trip_1124,2025-03-24T03:55:00
audit_1125,Trip Created,trip_1125,2025-03-24T01:18:00
audit_1126,Trip Created,trip_1126,2025-03-24T15:59:00
audit_1127,Trip Created,trip_1127,2025-03-24T06:37:00
audit_1128,Trip Created,trip_1128,2025-03-24T18:29:00
audit_1129,Trip Created,trip_1129,2025-03-25T13:38:00
audit_1130,Trip Created,trip_1130,2025-03-25T11:43:00
audit_1131,Trip Created,trip_1131,2025-03-25T00:04:00
audit_1132,Trip Created,trip_1132,2025-03-25T13:15:00
audit_1133,Trip Created,trip_1133,2025-03-25T15:21:00
audit_1134,Trip Created,trip_1134,2025-03-25T09:23:00
audit_1135,Trip Created,trip_1135,2025-03-25T03:43:00
audit_1136,Trip Created,trip_1136,2025-03-25T03:26:00
audit_1137,Trip Created,trip_1137,2025-03-25T11:06:00
audit_1138,Trip Created,trip_1138,2025-03-25T20:43:00
audit_1139,Trip Created,trip_1139,2025-03-25T09:53:00
audit_1140,Trip Created,trip_1140,2025-03-25T00:47:00
audit_1141,Trip Created,trip_1141,2025-03-25T16:41:00
audit_1142,Trip Created,trip_1142,2025-03-25T13:11:00
audit_1143,Trip Created,trip_1143,2025-03-26T20:32:00
audit_1144,Trip Created,trip_1144,2025-03-26T04:05:00
audit_1145,Trip Created,trip_1145,2025-03-26T15:50:00
audit_1146,Trip Created,trip_1146,2025-03-26T11:06:00
audit_1147,Trip Created,trip_1147,2025-03-26T00:28:00
audit_1148,Trip Created,trip_1148,2025-03-26T18:35:00
audit_1149,Trip Created,trip_1149,2025-03-26T18:50:00
audit_1150,Trip Created,trip_1150,2025-03-26T09:58:00
audit_1151,Trip Created,trip_1151,2025-03-26T15:35:00
audit_1152,Trip Created,trip_1152,2025-03-26T11:57:00
audit_1153,Trip Created,trip_1153,2025-03-26T09:33:00
audit_1154,Trip Created,trip_1154,2025-03-26T01:44:00
audit_1155,Trip Created,trip_1155,2025-03-26T15:54:00
audit_1156,Trip Created,trip_1156,2025-03-26T16:38:00
audit_1157,Trip Created,trip_1157,2025-03-26T22:54:00
audit_1158,Trip Created,trip_1158,2025-03-27T15:59:00
audit_1159,Trip Created,trip_1159,2025-03-27T10:36:00
audit_1160,Trip Created,trip_1160,2025-03-27T01:08:00
audit_1161,Trip Created,trip_1161,2025-03-27T10:13:00
audit_1162,Trip Created,trip_1162,2025-03-27T09:16:00
audit_1163,Trip Created,trip_1163,2025-03-27T00:54:00
audit_1164,Trip Created,trip_1164,2025-03-27T04:13:00
audit_1165,Trip Created,trip_1165,2025-03-27T08:27:00
audit_1166,Trip Created,trip_1166,2025-03-27T12:15:00
audit_1167,Trip Created,trip_1167,2025-03-27T20:19:00
audit_1168,Trip Created,trip_1168,2025-03-27T19:24:00
audit_1169,Trip Created,trip_1169,2025-03-27T13:23:00
audit_1170,Trip Created,trip_1170,2025-03-27T00:11:00
audit_1171,Trip Created,trip_1171,2025-03-27T10:17:00
audit_1172,Trip Created,trip_1172,2025-03-27T15:25:00
audit_1173,Trip Created,trip_1173,2025-03-28T10:54:00
audit_1174,Trip Created,trip_1174,2025-03-28T08:17:00
audit_1175,Trip Created,trip_1175,2025-03-28T16:07:00
audit_1176,Trip Created,trip_1176,2025-03-28T10:02:00
audit_1177,Trip Created,trip_1177,2025-03-28T13:27:00
audit_1178,Trip Created,trip_1178,2025-03-28T18:06:00
audit_1179,Trip Created,trip_1179,2025-03-28T20:10:00
audit_1180,Trip Created,trip_1180,2025-03-28T07:55:00
audit_1181,Trip Created,trip_1181,2025-03-28T16:18:00
audit_1182,Trip Created,trip_1182,2025-03-28T07:03:00
audit_1183,Trip Created,trip_1183,2025-03-28T13:16:00
audit_1184,Trip Created,trip_1184,2025-03-28T11:20:00
audit_1185,Trip Created,trip_1185,2025-03-28T01:07:00
audit_1186,Trip Created,trip_1186,2025-03-28T02:21:00
audit_1187,Trip Created,trip_1187,2025-03-28T06:26:00
audit_1188,Trip Created,trip_1188,2025-03-28T11:26:00
audit_1189,Trip Created,trip_1189,2025-03-29T18:24:00
audit_1190,Trip Created,trip_1190,2025-03-29T16:09:00
audit_1191,Trip Created,trip_1191,2025-03-29T20:04:00
audit_1192,Trip Created,trip_1192,2025-03-29T14:38:00
audit_1193,Trip Created,trip_1193,2025-03-29T02:42:00
audit_1194,Trip Created,trip_1194,2025-03-29T15:34:00
audit_1195,Trip Created,trip_1195,2025-03-29T19:30:00
audit_1196,Trip Created,trip_1196,2025-03-29T13:25:00
audit_1197,Trip Created,trip_1197,2025-03-29T21:48:00
audit_1198,Trip Created,trip_1198,2025-03-29T12:02:00
audit_1199,Trip Created,trip_1199,2025-03-29T20:47:00
audit_1200,Trip Created,trip_1200,2025-03-29T03:52:00
audit_1201,Trip Created,trip_1201,2025-03-29T11:12:00
audit_1202,Trip Created,trip_1202,2025-03-29T09:41:00
audit_1203,Trip Created,trip_1203,2025-03-29T18:50:00
audit_1204,Trip Created,trip_1204,2025-03-29T20:23:00
audit_1205,Trip Created,trip_1205,2025-03-30T14:34:00
audit_1206,Trip Created,trip_1206,2025-03-30T15:03:00
audit_1207,Trip Created,trip_1207,2025-03-30T16:39:00
audit_1208,Trip Created,trip_1208,2025-03-30T03:26:00
audit_1209,Trip Created,trip_1209,2025-03-30T20:03:00
audit_1210,Trip Created,trip_1210,2025-03-30T14:40:00
audit_1211,Trip Created,trip_1211,2025-03-30T20:38:00
audit_1212,Trip Created,trip_1212,2025-03-30T14:03:00
audit_1213,Trip Created,trip_1213,2025-03-30T23:21:00
audit_1214,Trip Created,trip_1214,2025-03-30T07:03:00
audit_1215,Trip Created,trip_1215,2025-03-30T03:54:00
audit_1216,Trip Created,trip_1216,2025-03-30T16:14:00
audit_1217,Trip Created,trip_1217,2025-03-30T00:07:00
audit_1218,Trip Created,trip_1218,2025-03-30T02:26:00
audit_1219,Trip Created,trip_1219,2025-03-30T14:38:00
audit_1220,Trip Created,trip_1220,2025-03-30T09:55:00
audit_1221,Trip Created,trip_1221,2025-03-31T07:03:00
audit_1222,Trip Created,trip_1222,2025-03-31T04:55:00
audit_1223,Trip Created,trip_1223,2025-03-31T19:17:00
audit_1224,Trip Created,trip_1224,2025-03-31T18:22:00
audit_1225,Trip Created,trip_1225,2025-03-31T23:11:00
audit_1226,Trip Created,trip_1226,2025-03-31T06:54:00
audit_1227,Trip Created,trip_1227,2025-03-31T05:34:00
audit_1228,Trip Created,trip_1228,2025-03-31T08:43:00
audit_1229,Trip Created,trip_1229,2025-03-31T09:44:00
audit_1230,Trip Created,trip_1230,2025-03-31T18:43:00
audit_1231,Trip Created,trip_1231,2025-03-31T16:04:00
audit_1232,Trip Created,trip_1232,2025-03-31T06:55:00
audit_1233,Trip Created,trip_1233,2025-03-31T02:45:00
audit_1234,Trip Created,trip_1234,2025-04-01T00:54:00
audit_1235,Trip Created,trip_1235,2025-04-01T00:04:00
audit_1236,Trip Created,trip_1236,2025-04-01T07:13:00
audit_1237,Trip Created,trip_1237,2025-04-01T02:40:00
audit_1238,Trip Created,trip_1238,2025-04-01T12:31:00
audit_1239,Trip Created,trip_1239,2025-04-01T00:06:00
audit_1240,Trip Created,trip_1240,2025-04-01T21:27:00
audit_1241,Trip Created,trip_1241,2025-04-01T06:04:00
audit_1242,Trip Created,trip_1242,2025-04-01T10:03:00
audit_1243,Trip Created,trip_1243,2025-04-01T05:34:00
audit_1244,Trip Created,trip_1244,2025-04-01T03:08:00
audit_1245,Trip Created,trip_1245,2025-04-01T03:00:00
audit_1246,Trip Created,trip_1246,2025-04-01T00:27:00
audit_1247,Trip Created,trip_1247,2025-04-02T09:22:00
audit_1248,Trip Created,trip_1248,2025-04-02T22:30:00
audit_1249,Trip Created,trip_1249,2025-04-02T11:51:00
audit_1250,Trip Created,trip_1250,2025-04-02T14:13:00
audit_1251,Trip Created,trip_1251,2025-04-02T20:33:00
audit_1252,Trip Created,trip_1252,2025-04-02T06:48:00
audit_1253,Trip Created,trip_1253,2025-04-02T23:30:00
audit_1254,Trip Created,trip_1254,2025-04-02T07:15:00
audit_1255,Trip Created,trip_1255,2025-04-02T21:15:00
audit_1256,Trip Created,trip_1256,2025-04-02T01:28:00
audit_1257,Trip Created,trip_1257,2025-04-02T09:35:00
audit_1258,Trip Created,trip_1258,2025-04-02T12:59:00
audit_1259,Trip Created,trip_1259,2025-04-02T12:02:00
audit_1260,Trip Created,trip_1260,2025-04-02T02:40:00
audit_1261,Trip Created,trip_1261,2025-04-02T05:22:00
audit_1262,Trip Created,trip_1262,2025-04-02T03:26:00
audit_1263,Trip Created,trip_1263,2025-04-03T13:01:00
audit_1264,Trip Created,trip_1264,2025-04-03T23:24:00
audit_1265,Trip Created,trip_1265,2025-04-03T12:24:00
audit_1266,Trip Created,trip_1266,2025-04-03T08:55:00
audit_1267,Trip Created,trip_1267,2025-04-03T08:49:00
audit_1268,Trip Created,trip_1268,2025-04-03T01:28:00
audit_1269,Trip Created,trip_1269,2025-04-03T13:33:00
audit_1270,Trip Created,trip_1270,2025-04-03T02:33:00
audit_1271,Trip Created,trip_1271,2025-04-03T14:01:00
audit_1272,Trip Created,trip_1272,2025-04-03T13:38:00
audit_1273,Trip Created,trip_1273,2025-04-03T02:35:00
audit_1274,Trip Created,trip_1274,2025-04-03T06:16:00
audit_1275,Trip Created,trip_1275,2025-04-03T09:43:00
audit_1276,Trip Created,trip_1276,2025-04-03T22:56:00
audit_1277,Trip Created,trip_1277,2025-04-03T08:57:00
audit_1278,Trip Created,trip_1278,2025-04-04T23:24:00
audit_1279,Trip Created,trip_1279,2025-04-04T16:54:00
audit_1280,Trip Created,trip_1280,2025-04-04T06:58:00
audit_1281,Trip Created,trip_1281,2025-04-04T20:06:00
audit_1282,Trip Created,trip_1282,2025-04-04T02:01:00
audit_1283,Trip Created,trip_1283,2025-04-04T23:24:00
audit_1284,Trip Created,trip_1284,2025-04-04T16:34:00
audit_1285,Trip Created,trip_1285,2025-04-04T11:28:00
audit_1286,Trip Created,trip_1286,2025-04-04T06:16:00
audit_1287,Trip Created,trip_1287,2025-04-04T12:14:00
audit_1288,Trip Created,trip_1288,2025-04-04T00:36:00
audit_1289,Trip Created,trip_1289,2025-04-04T09:30:00
audit_1290,Trip Created,trip_1290,2025-04-04T21:46:00
audit_1291,Trip Created,trip_1291,2025-04-04T11:40:00
audit_1292,Trip Created,trip_1292,2025-04-05T13:33:00
audit_1293,Trip Created,trip_1293,2025-04-05T23:19:00
audit_1294,Trip Created,trip_1294,2025-04-05T08:51:00
audit_1295,Trip Created,trip_1295,2025-04-05T20:29:00
audit_1296,Trip Created,trip_1296,2025-04-05T20:58:00
audit_1297,Trip Created,trip_1297,2025-04-05T20:42:00
audit_1298,Trip Created,trip_1298,2025-04-05T19:00:00
audit_1299,Trip Created,trip_1299,2025-04-05T13:40:00
audit_1300,Trip Created,trip_1300,2025-04-05T20:10:00
audit_1301,Trip Created,trip_1301,2025-04-05T17:03:00
audit_1302,Trip Created,trip_1302,2025-04-05T20:17:00
audit_1303,Trip Created,trip_1303,2025-04-05T11:13:00
audit_1304,Trip Created,trip_1304,2025-04-05T17:39:00
audit_1305,Trip Created,trip_1305,2025-04-06T21:58:00
audit_1306,Trip Created,trip_1306,2025-04-06T01:00:00
audit_1307,Trip Created,trip_1307,2025-04-06T22:44:00
audit_1308,Trip Created,trip_1308,2025-04-06T11:08:00
audit_1309,Trip Created,trip_1309,2025-04-06T07:18:00
audit_1310,Trip Created,trip_1310,2025-04-06T14:54:00
audit_1311,Trip Created,trip_1311,2025-04-06T12:03:00
audit_1312,Trip Created,trip_1312,2025-04-06T16:43:00
audit_1313,Trip Created,trip_1313,2025-04-06T10:23:00
audit_1314,Trip Created,trip_1314,2025-04-06T09:22:00
audit_1315,Trip Created,trip_1315,2025-04-06T09:17:00
audit_1316,Trip Created,trip_1316,2025-04-06T15:08:00
audit_1317,Trip Created,trip_1317,2025-04-06T20:10:00
audit_1318,Trip Created,trip_1318,2025-04-06T22:23:00
audit_1319,Trip Created,trip_1319,2025-04-07T15:55:00
audit_1320,Trip Created,trip_1320,2025-04-07T04:13:00
audit_1321,Trip Created,trip_1321,2025-04-07T21:10:00
audit_1322,Trip Created,trip_1322,2025-04-07T02:57:00
audit_1323,Trip Created,trip_1323,2025-04-07T22:28:00
audit_1324,Trip Created,trip_1324,2025-04-07T15:43:00
audit_1325,Trip Created,trip_1325,2025-04-07T14:17:00
audit_1326,Trip Created,trip_1326,2025-04-07T05:47:00
audit_1327,Trip Created,trip_1327,2025-04-07T21:53:00
audit_1328,Trip Created,trip_1328,2025-04-07T18:25:00
audit_1329,Trip Created,trip_1329,2025-04-07T10:43:00
audit_1330,Trip Created,trip_1330,2025-04-07T23:04:00
audit_1331,Trip Created,trip_1331,2025-04-07T05:01:00
audit_1332,Trip Created,trip_1332,2025-04-07T08:33:00
audit_1333,Trip Created,trip_1333,2025-04-08T11:39:00
audit_1334,Trip Created,trip_1334,2025-04-08T13:46:00
audit_1335,Trip Created,trip_1335,2025-04-08T21:44:00
audit_1336,Trip Created,trip_1336,2025-04-08T17:04:00
audit_1337,Trip Created,trip_1337,2025-04-08T16:39:00
audit_1338,Trip Created,trip_1338,2025-04-08T12:03:00
audit_1339,Trip Created,trip_1339,2025-04-08T19:41:00
audit_1340,Trip Created,trip_1340,2025-04-08T09:19:00
audit_1341,Trip Created,trip_1341,2025-04-08T02:28:00
audit_1342,Trip Created,trip_1342,2025-04-08T01:13:00
audit_1343,Trip Created,trip_1343,2025-04-08T17:05:00
audit_1344,Trip Created,trip_1344,2025-04-08T19:03:00
audit_1345,Trip Created,trip_1345,2025-04-08T18:20:00
audit_1346,Trip Created,trip_1346,2025-04-08T21:43:00
audit_1347,Trip Created,trip_1347,2025-04-08T09:25:00
audit_1348,Trip Created,trip_1348,2025-04-09T22:14:00
audit_1349,Trip Created,trip_1349,2025-04-09T16:27:00
audit_1350,Trip Created,trip_1350,2025-04-09T16:27:00
audit_1351,Trip Created,trip_1351,2025-04-09T04:39:00
audit_1352,Trip Created,trip_1352,2025-04-09T15:42:00
audit_1353,Trip Created,trip_1353,2025-04-09T03:56:00
audit_1354,Trip Created,trip_1354,2025-04-09T19:28:00
audit_1355,Trip Created,trip_1355,2025-04-09T08:54:00
audit_1356,Trip Created,trip_1356,2025-04-09T04:39:00
audit_1357,Trip Created,trip_1357,2025-04-09T17:05:00
audit_1358,Trip Created,trip_1358,2025-04-09T20:46:00
audit_1359,Trip Created,trip_1359,2025-04-09T10:29:00
audit_1360,Trip Created,trip_1360,2025-04-09T02:35:00
audit_1361,Trip Created,trip_1361,2025-04-09T10:00:00
audit_1362,Trip Created,trip_1362,2025-04-10T17:42:00
audit_1363,Trip Created,trip_1363,2025-04-10T14:48:00
audit_1364,Trip Created,trip_1364,2025-04-10T04:46:00
audit_1365,Trip Created,trip_1365,2025-04-10T13:00:00
audit_1366,Trip Created,trip_1366,2025-04-10T09:04:00
audit_1367,Trip Created,trip_1367,2025-04-10T01:00:00
audit_1368,Trip Created,trip_1368,2025-04-10T13:17:00
audit_1369,Trip Created,trip_1369,2025-04-10T14:43:00
audit_1370,Trip Created,trip_1370,2025-04-10T15:01:00
audit_1371,Trip Created,trip_1371,2025-04-10T15:56:00
audit_1372,Trip Created,trip_1372,2025-04-10T13:05:00
audit_1373,Trip Created,trip_1373,2025-04-10T23:21:00
audit_1374,Trip Created,trip_1374,2025-04-10T05:14:00
audit_1375,Trip Created,trip_1375,2025-04-10T15:11:00
audit_1376,Trip Created,trip_1376,2025-04-10T13:16:00
audit_1377,Trip Created,trip_1377,2025-04-11T09:23:00
audit_1378,Trip Created,trip_1378,2025-04-11T19:08:00
audit_1379,Trip Created,trip_1379,2025-04-11T06:13:00
audit_1380,Trip Created,trip_1380,2025-04-11T12:47:00
audit_1381,Trip Created,trip_1381,2025-04-11T23:53:00
audit_1382,Trip Created,trip_1382,2025-04-11T09:59:00
audit_1383,Trip Created,trip_1383,2025-04-11T20:40:00
audit_1384,Trip Created,trip_1384,2025-04-11T00:04:00
audit_1385,Trip Created,trip_1385,2025-04-11T04:59:00
audit_1386,Trip Created,trip_1386,2025-04-11T05:23:00
audit_1387,Trip Created,trip_1387,2025-04-11T23:01:00
audit_1388,Trip Created,trip_1388,2025-04-11T06:17:00
audit_1389,Trip Created,trip_1389,2025-04-11T16:28:00
audit_1390,Trip Created,trip_1390,2025-04-11T20:15:00
audit_1391,Trip Created,trip_1391,2025-04-11T12:04:00
audit_1392,Trip Created,trip_1392,2025-04-11T09:34:00
audit_1393,Trip Created,trip_1393,2025-04-12T09:08:00
audit_1394,Trip Created,trip_1394,2025-04-12T15:32:00
audit_1395,Trip Created,trip_1395,2025-04-12T17:02:00
audit_1396,Trip Created,trip_1396,2025-04-12T23:46:00
audit_1397,Trip Created,trip_1397,2025-04-12T23:11:00
audit_1398,Trip Created,trip_1398,2025-04-12T12:21:00
audit_1399,Trip Created,trip_1399,2025-04-12T04:12:00
audit_1400,Trip Created,trip_1400,2025-04-12T18:45:00
audit_1401,Trip Created,trip_1401,2025-04-12T06:32:00
audit_1402,Trip Created,trip_1402,2025-04-12T20:27:00
audit_1403,Trip Created,trip_1403,2025-04-12T17:08:00
audit_1404,Trip Created,trip_1404,2025-04-12T06:13:00
audit_1405,Trip Created,trip_1405,2025-04-12T09:54:00
audit_1406,Trip Created,trip_1406,2025-04-13T10:20:00
