id,trip_id,driver_id,type,amount,date
exp_4884,trip_1429,driver_34,Parking,1324,2025-04-14T07:24:00
exp_4885,trip_1429,driver_34,Miscellaneous,142,2025-04-14T23:24:00
exp_4886,trip_1430,driver_55,Miscellaneous,510,2025-04-14T04:00:00
exp_4887,trip_1430,driver_55,Miscellaneous,834,2025-04-14T05:00:00
exp_4888,trip_1430,driver_55,Fines,274,2025-04-14T04:00:00
exp_4889,trip_1430,driver_55,Fines,1069,2025-04-14T08:00:00
exp_4890,trip_1431,driver_72,FASTag Toll,1389,2025-04-14T17:40:00
exp_4891,trip_1431,driver_72,FASTag Toll,1470,2025-04-14T17:40:00
exp_4892,trip_1431,driver_72,FASTag Toll,396,2025-04-14T18:40:00
exp_4893,trip_1431,driver_72,Fines,1093,2025-04-14T22:40:00
exp_4894,trip_1432,driver_66,Parking,329,2025-04-15T15:41:00
exp_4895,trip_1432,driver_66,Miscellaneous,1154,2025-04-15T20:41:00
exp_4896,trip_1432,driver_66,Fines,300,2025-04-15T09:41:00
exp_4897,trip_1433,driver_61,FASTag Toll,354,2025-04-14T06:51:00
exp_4898,trip_1433,driver_61,Food Allowance,1383,2025-04-14T08:51:00
exp_4899,trip_1433,driver_61,FASTag Toll,588,2025-04-14T05:51:00
exp_4900,trip_1433,driver_61,Miscellaneous,1484,2025-04-14T04:51:00
exp_4901,trip_1434,driver_29,Parking,419,2025-04-14T14:47:00
exp_4902,trip_1434,driver_29,Fines,956,2025-04-14T13:47:00
exp_4903,trip_1434,driver_29,Parking,927,2025-04-14T12:47:00
exp_4904,trip_1435,driver_22,FASTag Toll,1396,2025-04-15T17:08:00
exp_4905,trip_1435,driver_22,FASTag Toll,591,2025-04-15T18:08:00
exp_4906,trip_1435,driver_22,Parking,1340,2025-04-15T18:08:00
exp_4907,trip_1435,driver_22,Fines,1287,2025-04-15T18:08:00
exp_4908,trip_1436,driver_37,Fines,626,2025-04-16T13:59:00
exp_4909,trip_1436,driver_37,FASTag Toll,638,2025-04-16T07:59:00
exp_4910,trip_1436,driver_37,Parking,306,2025-04-16T04:59:00
exp_4911,trip_1437,driver_54,Food Allowance,994,2025-04-16T07:19:00
exp_4912,trip_1437,driver_54,Parking,633,2025-04-15T23:19:00
exp_4913,trip_1437,driver_54,Fines,539,2025-04-16T07:19:00
exp_4914,trip_1438,driver_57,Food Allowance,570,2025-04-15T15:16:00
exp_4915,trip_1438,driver_57,Food Allowance,189,2025-04-15T15:16:00
exp_4916,trip_1438,driver_57,Parking,240,2025-04-15T16:16:00
exp_4917,trip_1439,driver_62,Miscellaneous,563,2025-04-15T22:03:00
exp_4918,trip_1439,driver_62,FASTag Toll,1180,2025-04-16T00:03:00
exp_4919,trip_1439,driver_62,Parking,856,2025-04-15T22:03:00
exp_4920,trip_1440,driver_45,Parking,376,2025-04-16T15:45:00
exp_4921,trip_1440,driver_45,FASTag Toll,943,2025-04-16T03:45:00
exp_4922,trip_1440,driver_45,Food Allowance,510,2025-04-16T13:45:00
exp_4923,trip_1441,driver_44,Fines,1421,2025-04-15T11:12:00
exp_4924,trip_1441,driver_44,Miscellaneous,560,2025-04-15T11:12:00
exp_4925,trip_1441,driver_44,Miscellaneous,494,2025-04-15T13:12:00
exp_4926,trip_1442,driver_64,FASTag Toll,400,2025-04-15T14:16:00
exp_4927,trip_1442,driver_64,FASTag Toll,1265,2025-04-15T18:16:00
exp_4928,trip_1442,driver_64,Food Allowance,1064,2025-04-15T12:16:00
exp_4929,trip_1443,driver_80,Parking,215,2025-04-15T09:02:00
exp_4930,trip_1443,driver_80,Fines,198,2025-04-15T07:02:00
exp_4931,trip_1443,driver_80,Parking,665,2025-04-15T15:02:00
exp_4932,trip_1443,driver_80,FASTag Toll,394,2025-04-15T20:02:00
exp_4933,trip_1444,driver_15,Fines,653,2025-04-16T09:14:00
exp_4934,trip_1444,driver_15,FASTag Toll,1219,2025-04-15T22:14:00
exp_4935,trip_1444,driver_15,Parking,1129,2025-04-15T09:14:00
exp_4936,trip_1445,driver_7,Food Allowance,879,2025-04-15T06:11:00
exp_4937,trip_1445,driver_7,Food Allowance,1002,2025-04-15T04:11:00
exp_4938,trip_1445,driver_7,Parking,175,2025-04-15T10:11:00
exp_4939,trip_1446,driver_72,Food Allowance,888,2025-04-16T03:22:00
exp_4940,trip_1446,driver_72,Food Allowance,827,2025-04-16T02:22:00
exp_4941,trip_1446,driver_72,Food Allowance,517,2025-04-16T05:22:00
exp_4942,trip_1447,driver_17,Parking,691,2025-04-16T21:58:00
exp_4943,trip_1447,driver_17,Fines,207,2025-04-16T20:58:00
exp_4944,trip_1447,driver_17,Parking,569,2025-04-16T21:58:00
exp_4945,trip_1448,driver_38,FASTag Toll,1485,2025-04-17T04:31:00
exp_4946,trip_1448,driver_38,Food Allowance,1409,2025-04-17T10:31:00
exp_4947,trip_1448,driver_38,Fines,224,2025-04-17T12:31:00
exp_4948,trip_1448,driver_38,Miscellaneous,1222,2025-04-16T20:31:00
exp_4949,trip_1449,driver_31,Food Allowance,1394,2025-04-17T02:45:00
exp_4950,trip_1449,driver_31,FASTag Toll,721,2025-04-16T20:45:00
exp_4951,trip_1449,driver_31,Miscellaneous,1185,2025-04-16T19:45:00
exp_4952,trip_1449,driver_31,Miscellaneous,768,2025-04-16T23:45:00
exp_4953,trip_1450,driver_68,Miscellaneous,1169,2025-04-16T12:51:00
exp_4954,trip_1450,driver_68,Fines,635,2025-04-16T07:51:00
exp_4955,trip_1450,driver_68,FASTag Toll,320,2025-04-16T15:51:00
exp_4956,trip_1450,driver_68,Fines,555,2025-04-16T12:51:00
exp_4957,trip_1451,driver_37,Food Allowance,751,2025-04-16T18:04:00
exp_4958,trip_1451,driver_37,Fines,1095,2025-04-17T03:04:00
exp_4959,trip_1451,driver_37,Miscellaneous,213,2025-04-17T03:04:00
exp_4960,trip_1451,driver_37,Food Allowance,470,2025-04-16T17:04:00
exp_4961,trip_1452,driver_49,Fines,129,2025-04-16T11:43:00
exp_4962,trip_1452,driver_49,Fines,554,2025-04-16T09:43:00
exp_4963,trip_1452,driver_49,Fines,1311,2025-04-16T10:43:00
exp_4964,trip_1452,driver_49,FASTag Toll,245,2025-04-16T08:43:00
exp_4965,trip_1453,driver_5,Miscellaneous,806,2025-04-17T08:31:00
exp_4966,trip_1453,driver_5,Food Allowance,1104,2025-04-17T03:31:00
exp_4967,trip_1453,driver_5,Miscellaneous,196,2025-04-17T00:31:00
exp_4968,trip_1454,driver_38,FASTag Toll,112,2025-04-16T01:38:00
exp_4969,trip_1454,driver_38,Food Allowance,371,2025-04-16T03:38:00
exp_4970,trip_1454,driver_38,FASTag Toll,446,2025-04-16T03:38:00
exp_4971,trip_1455,driver_79,Parking,1357,2025-04-16T12:06:00
exp_4972,trip_1455,driver_79,FASTag Toll,267,2025-04-16T12:06:00
exp_4973,trip_1455,driver_79,Food Allowance,467,2025-04-16T13:06:00
exp_4974,trip_1456,driver_33,Parking,173,2025-04-16T21:59:00
exp_4975,trip_1456,driver_33,Parking,420,2025-04-16T20:59:00
exp_4976,trip_1456,driver_33,Fines,1458,2025-04-16T21:59:00
exp_4977,trip_1456,driver_33,Parking,639,2025-04-16T19:59:00
exp_4978,trip_1457,driver_45,Fines,1006,2025-04-17T02:00:00
exp_4979,trip_1457,driver_45,FASTag Toll,497,2025-04-16T15:00:00
exp_4980,trip_1457,driver_45,FASTag Toll,416,2025-04-16T11:00:00
exp_4981,trip_1457,driver_45,Miscellaneous,284,2025-04-16T17:00:00
exp_4982,trip_1458,driver_2,Fines,985,2025-04-16T07:49:00
exp_4983,trip_1458,driver_2,FASTag Toll,1284,2025-04-16T10:49:00
exp_4984,trip_1458,driver_2,Miscellaneous,901,2025-04-16T11:49:00
exp_4985,trip_1458,driver_2,Miscellaneous,457,2025-04-16T13:49:00
exp_4986,trip_1459,driver_78,Miscellaneous,341,2025-04-17T04:19:00
exp_4987,trip_1459,driver_78,Miscellaneous,327,2025-04-17T08:19:00
exp_4988,trip_1459,driver_78,Food Allowance,621,2025-04-17T02:19:00
exp_4989,trip_1459,driver_78,Miscellaneous,1128,2025-04-17T03:19:00
exp_4990,trip_1460,driver_67,Food Allowance,161,2025-04-16T07:09:00
exp_4991,trip_1460,driver_67,Food Allowance,1417,2025-04-16T10:09:00
exp_4992,trip_1460,driver_67,Parking,578,2025-04-16T19:09:00
exp_4993,trip_1461,driver_46,Parking,1091,2025-04-17T04:35:00
exp_4994,trip_1461,driver_46,Parking,721,2025-04-17T03:35:00
exp_4995,trip_1461,driver_46,Food Allowance,1460,2025-04-16T18:35:00
exp_4996,trip_1461,driver_46,Food Allowance,1359,2025-04-17T02:35:00
exp_4997,trip_1462,driver_79,Food Allowance,1223,2025-04-17T12:43:00
exp_4998,trip_1462,driver_79,FASTag Toll,833,2025-04-17T16:43:00
exp_4999,trip_1462,driver_79,Miscellaneous,929,2025-04-17T14:43:00
exp_5000,trip_1462,driver_79,FASTag Toll,1281,2025-04-17T12:43:00
exp_5001,trip_1463,driver_47,Food Allowance,128,2025-04-17T13:56:00
exp_5002,trip_1463,driver_47,Parking,913,2025-04-17T13:56:00
exp_5003,trip_1463,driver_47,Food Allowance,1014,2025-04-17T13:56:00
exp_5004,trip_1464,driver_68,FASTag Toll,665,2025-04-17T14:55:00
exp_5005,trip_1464,driver_68,Parking,480,2025-04-17T19:55:00
exp_5006,trip_1464,driver_68,Parking,374,2025-04-17T22:55:00
exp_5007,trip_1464,driver_68,Food Allowance,162,2025-04-17T19:55:00
exp_5008,trip_1465,driver_49,Parking,604,2025-04-17T14:12:00
exp_5009,trip_1465,driver_49,Fines,699,2025-04-17T13:12:00
exp_5010,trip_1465,driver_49,Parking,373,2025-04-17T14:12:00
exp_5011,trip_1465,driver_49,Fines,1091,2025-04-17T11:12:00
exp_5012,trip_1466,driver_78,Parking,861,2025-04-18T01:35:00
exp_5013,trip_1466,driver_78,Fines,1428,2025-04-17T20:35:00
exp_5014,trip_1466,driver_78,Parking,1001,2025-04-18T07:35:00
exp_5015,trip_1466,driver_78,Miscellaneous,362,2025-04-18T08:35:00
exp_5016,trip_1467,driver_31,Food Allowance,1030,2025-04-18T13:51:00
exp_5017,trip_1467,driver_31,Miscellaneous,1468,2025-04-18T10:51:00
exp_5018,trip_1467,driver_31,Food Allowance,316,2025-04-17T16:51:00
exp_5019,trip_1467,driver_31,Parking,423,2025-04-17T20:51:00
exp_5020,trip_1468,driver_5,Parking,978,2025-04-17T12:06:00
exp_5021,trip_1468,driver_5,Parking,737,2025-04-17T09:06:00
exp_5022,trip_1468,driver_5,Fines,1114,2025-04-17T12:06:00
exp_5023,trip_1469,driver_9,Food Allowance,1091,2025-04-17T14:43:00
exp_5024,trip_1469,driver_9,Fines,969,2025-04-17T15:43:00
exp_5025,trip_1469,driver_9,Food Allowance,1478,2025-04-17T14:43:00
exp_5026,trip_1469,driver_9,FASTag Toll,981,2025-04-17T12:43:00
exp_5027,trip_1470,driver_77,FASTag Toll,1308,2025-04-17T19:59:00
exp_5028,trip_1470,driver_77,Parking,173,2025-04-17T17:59:00
exp_5029,trip_1470,driver_77,Miscellaneous,1361,2025-04-17T23:59:00
exp_5030,trip_1471,driver_51,Food Allowance,892,2025-04-17T15:36:00
exp_5031,trip_1471,driver_51,FASTag Toll,1160,2025-04-17T12:36:00
exp_5032,trip_1471,driver_51,Miscellaneous,1444,2025-04-17T11:36:00
exp_5033,trip_1472,driver_32,FASTag Toll,1427,2025-04-17T12:43:00
exp_5034,trip_1472,driver_32,Fines,692,2025-04-17T13:43:00
exp_5035,trip_1472,driver_32,Parking,730,2025-04-17T11:43:00
exp_5036,trip_1472,driver_32,FASTag Toll,108,2025-04-17T15:43:00
exp_5037,trip_1473,driver_58,Food Allowance,181,2025-04-18T02:58:00
exp_5038,trip_1473,driver_58,Miscellaneous,823,2025-04-18T06:58:00
exp_5039,trip_1473,driver_58,Fines,877,2025-04-18T04:58:00
exp_5040,trip_1473,driver_58,FASTag Toll,1028,2025-04-17T17:58:00
exp_5041,trip_1474,driver_3,FASTag Toll,1428,2025-04-18T08:24:00
exp_5042,trip_1474,driver_3,FASTag Toll,469,2025-04-18T08:24:00
exp_5043,trip_1474,driver_3,FASTag Toll,1481,2025-04-18T08:24:00
exp_5044,trip_1474,driver_3,Food Allowance,1264,2025-04-18T13:24:00
exp_5045,trip_1475,driver_27,Fines,1393,2025-04-18T05:50:00
exp_5046,trip_1475,driver_27,Food Allowance,1076,2025-04-17T20:50:00
exp_5047,trip_1475,driver_27,Fines,294,2025-04-18T03:50:00
exp_5048,trip_1476,driver_72,Parking,356,2025-04-17T21:34:00
exp_5049,trip_1476,driver_72,Miscellaneous,368,2025-04-17T22:34:00
exp_5050,trip_1476,driver_72,Fines,277,2025-04-17T22:34:00
exp_5051,trip_1476,driver_72,Food Allowance,1161,2025-04-18T00:34:00
exp_5052,trip_1477,driver_52,Fines,605,2025-04-19T02:50:00
exp_5053,trip_1477,driver_52,Miscellaneous,1450,2025-04-18T22:50:00
exp_5054,trip_1477,driver_52,FASTag Toll,290,2025-04-19T03:50:00
exp_5055,trip_1477,driver_52,Food Allowance,756,2025-04-19T00:50:00
exp_5056,trip_1478,driver_44,Food Allowance,680,2025-04-18T16:13:00
exp_5057,trip_1478,driver_44,FASTag Toll,1069,2025-04-18T15:13:00
exp_5058,trip_1478,driver_44,Fines,951,2025-04-18T18:13:00
exp_5059,trip_1479,driver_42,Parking,767,2025-04-19T02:41:00
exp_5060,trip_1479,driver_42,Fines,1102,2025-04-19T01:41:00
exp_5061,trip_1479,driver_42,Parking,181,2025-04-18T21:41:00
exp_5062,trip_1480,driver_27,Fines,1410,2025-04-19T01:24:00
exp_5063,trip_1480,driver_27,Parking,278,2025-04-18T22:24:00
exp_5064,trip_1480,driver_27,Miscellaneous,854,2025-04-19T10:24:00
exp_5065,trip_1481,driver_79,Parking,737,2025-04-18T18:26:00
exp_5066,trip_1481,driver_79,FASTag Toll,1500,2025-04-19T08:26:00
exp_5067,trip_1481,driver_79,Parking,515,2025-04-19T09:26:00
exp_5068,trip_1481,driver_79,Miscellaneous,349,2025-04-19T14:26:00
exp_5069,trip_1482,driver_67,FASTag Toll,532,2025-04-19T00:03:00
exp_5070,trip_1482,driver_67,FASTag Toll,995,2025-04-19T05:03:00
exp_5071,trip_1482,driver_67,Miscellaneous,676,2025-04-19T05:03:00
exp_5072,trip_1483,driver_65,Fines,701,2025-04-18T22:32:00
exp_5073,trip_1483,driver_65,FASTag Toll,1425,2025-04-19T01:32:00
exp_5074,trip_1483,driver_65,FASTag Toll,869,2025-04-19T01:32:00
exp_5075,trip_1483,driver_65,Food Allowance,561,2025-04-19T02:32:00
exp_5076,trip_1484,driver_13,FASTag Toll,1413,2025-04-18T18:55:00
exp_5077,trip_1484,driver_13,FASTag Toll,748,2025-04-18T18:55:00
exp_5078,trip_1484,driver_13,Parking,292,2025-04-18T18:55:00
exp_5079,trip_1484,driver_13,Parking,444,2025-04-18T18:55:00
exp_5080,trip_1485,driver_48,Fines,437,2025-04-18T13:13:00
exp_5081,trip_1485,driver_48,Fines,1078,2025-04-18T08:13:00
exp_5082,trip_1485,driver_48,Parking,749,2025-04-18T09:13:00
exp_5083,trip_1485,driver_48,Fines,968,2025-04-18T12:13:00
exp_5084,trip_1486,driver_19,Parking,1243,2025-04-19T11:26:00
exp_5085,trip_1486,driver_19,Fines,1300,2025-04-19T13:26:00
exp_5086,trip_1486,driver_19,Parking,601,2025-04-18T17:26:00
exp_5087,trip_1487,driver_5,FASTag Toll,698,2025-04-19T01:36:00
exp_5088,trip_1487,driver_5,FASTag Toll,1149,2025-04-19T05:36:00
exp_5089,trip_1487,driver_5,Miscellaneous,905,2025-04-18T16:36:00
exp_5090,trip_1487,driver_5,FASTag Toll,1083,2025-04-19T02:36:00
exp_5091,trip_1488,driver_19,Food Allowance,264,2025-04-19T10:11:00
exp_5092,trip_1488,driver_19,Food Allowance,660,2025-04-18T23:11:00
exp_5093,trip_1488,driver_19,Parking,1301,2025-04-19T20:11:00
exp_5094,trip_1488,driver_19,FASTag Toll,1374,2025-04-19T22:11:00
exp_5095,trip_1489,driver_12,FASTag Toll,464,2025-04-18T15:25:00
exp_5096,trip_1489,driver_12,Fines,1309,2025-04-19T07:25:00
exp_5097,trip_1489,driver_12,Food Allowance,1442,2025-04-19T16:25:00
exp_5098,trip_1489,driver_12,Fines,276,2025-04-19T04:25:00
exp_5099,trip_1490,driver_1,Food Allowance,1341,2025-04-20T02:40:00
exp_5100,trip_1490,driver_1,Miscellaneous,1125,2025-04-18T18:40:00
exp_5101,trip_1490,driver_1,Miscellaneous,687,2025-04-19T19:40:00
exp_5102,trip_1491,driver_73,Fines,1064,2025-04-19T00:38:00
exp_5103,trip_1491,driver_73,Food Allowance,1063,2025-04-19T11:38:00
exp_5104,trip_1491,driver_73,Parking,1105,2025-04-19T11:38:00
exp_5105,trip_1491,driver_73,Parking,771,2025-04-19T15:38:00
exp_5106,trip_1492,driver_42,Miscellaneous,726,2025-04-18T04:37:00
exp_5107,trip_1492,driver_42,Parking,106,2025-04-18T10:37:00
exp_5108,trip_1492,driver_42,Parking,745,2025-04-18T06:37:00
exp_5109,trip_1492,driver_42,Miscellaneous,575,2025-04-18T02:37:00
exp_5110,trip_1493,driver_55,Fines,1181,2025-04-19T19:09:00
exp_5111,trip_1493,driver_55,Parking,331,2025-04-19T20:09:00
exp_5112,trip_1493,driver_55,Fines,590,2025-04-19T18:09:00
exp_5113,trip_1493,driver_55,Fines,1079,2025-04-19T13:09:00
exp_5114,trip_1494,driver_79,Food Allowance,1241,2025-04-19T14:32:00
exp_5115,trip_1494,driver_79,Fines,309,2025-04-19T14:32:00
exp_5116,trip_1494,driver_79,Parking,469,2025-04-19T10:32:00
exp_5117,trip_1494,driver_79,Food Allowance,781,2025-04-19T08:32:00
exp_5118,trip_1495,driver_62,FASTag Toll,1208,2025-04-20T04:14:00
exp_5119,trip_1495,driver_62,Miscellaneous,415,2025-04-19T20:14:00
exp_5120,trip_1495,driver_62,Miscellaneous,1457,2025-04-20T12:14:00
exp_5121,trip_1495,driver_62,Miscellaneous,479,2025-04-20T09:14:00
exp_5122,trip_1496,driver_59,Food Allowance,167,2025-04-20T05:54:00
exp_5123,trip_1496,driver_59,Food Allowance,1095,2025-04-20T02:54:00
exp_5124,trip_1496,driver_59,FASTag Toll,1469,2025-04-20T07:54:00
exp_5125,trip_1497,driver_8,Food Allowance,389,2025-04-19T17:09:00
exp_5126,trip_1497,driver_8,Parking,143,2025-04-19T14:09:00
exp_5127,trip_1497,driver_8,Food Allowance,846,2025-04-19T15:09:00
exp_5128,trip_1498,driver_52,FASTag Toll,1285,2025-04-20T05:35:00
exp_5129,trip_1498,driver_52,Fines,1146,2025-04-20T02:35:00
exp_5130,trip_1498,driver_52,Miscellaneous,1264,2025-04-19T22:35:00
exp_5131,trip_1499,driver_41,FASTag Toll,1098,2025-04-19T12:04:00
exp_5132,trip_1499,driver_41,Fines,1339,2025-04-19T12:04:00
exp_5133,trip_1499,driver_41,Miscellaneous,391,2025-04-19T11:04:00
exp_5134,trip_1500,driver_40,Miscellaneous,1253,2025-04-20T07:43:00
exp_5135,trip_1500,driver_40,Fines,179,2025-04-20T10:43:00
exp_5136,trip_1500,driver_40,FASTag Toll,616,2025-04-20T11:43:00
exp_5137,trip_1500,driver_40,Food Allowance,1234,2025-04-20T12:43:00
exp_5138,trip_1501,driver_15,Food Allowance,629,2025-04-20T01:57:00
exp_5139,trip_1501,driver_15,Parking,828,2025-04-20T06:57:00
exp_5140,trip_1501,driver_15,Parking,474,2025-04-19T23:57:00
exp_5141,trip_1502,driver_39,Miscellaneous,1295,2025-04-20T06:19:00
exp_5142,trip_1502,driver_39,Fines,185,2025-04-20T11:19:00
exp_5143,trip_1502,driver_39,FASTag Toll,815,2025-04-20T19:19:00
exp_5144,trip_1502,driver_39,Miscellaneous,1324,2025-04-20T07:19:00
exp_5145,trip_1503,driver_56,Fines,1331,2025-04-19T17:57:00
exp_5146,trip_1503,driver_56,Fines,397,2025-04-19T15:57:00
exp_5147,trip_1503,driver_56,Parking,743,2025-04-19T16:57:00
exp_5148,trip_1503,driver_56,Fines,1002,2025-04-19T22:57:00
exp_5149,trip_1504,driver_18,Food Allowance,1436,2025-04-20T08:15:00
exp_5150,trip_1504,driver_18,FASTag Toll,637,2025-04-20T17:15:00
exp_5151,trip_1504,driver_18,Fines,824,2025-04-20T18:15:00
exp_5152,trip_1505,driver_42,Fines,1066,2025-04-19T20:59:00
exp_5153,trip_1505,driver_42,Parking,917,2025-04-20T02:59:00
exp_5154,trip_1505,driver_42,Food Allowance,560,2025-04-19T20:59:00
exp_5155,trip_1505,driver_42,FASTag Toll,860,2025-04-20T02:59:00
exp_5156,trip_1507,driver_43,Fines,297,2025-04-19T16:25:00
exp_5157,trip_1507,driver_43,Parking,1098,2025-04-19T15:25:00
exp_5158,trip_1507,driver_43,Food Allowance,1045,2025-04-19T14:25:00
exp_5159,trip_1508,driver_25,Food Allowance,444,2025-04-19T06:05:00
exp_5160,trip_1508,driver_25,FASTag Toll,252,2025-04-19T18:05:00
exp_5161,trip_1508,driver_25,Fines,200,2025-04-19T07:05:00
exp_5162,trip_1508,driver_25,Miscellaneous,1427,2025-04-19T11:05:00
exp_5163,trip_1509,driver_63,Miscellaneous,544,2025-04-20T13:40:00
exp_5164,trip_1509,driver_63,Food Allowance,1154,2025-04-20T21:40:00
exp_5165,trip_1509,driver_63,Parking,1396,2025-04-20T11:40:00
exp_5166,trip_1509,driver_63,Parking,953,2025-04-20T17:40:00
exp_5167,trip_1510,driver_53,Miscellaneous,1206,2025-04-20T05:47:00
exp_5168,trip_1510,driver_53,Fines,1401,2025-04-20T03:47:00
exp_5169,trip_1510,driver_53,Miscellaneous,1029,2025-04-20T21:47:00
exp_5170,trip_1510,driver_53,Parking,1368,2025-04-20T05:47:00
exp_5171,trip_1511,driver_67,Miscellaneous,900,2025-04-20T15:42:00
exp_5172,trip_1511,driver_67,Fines,1233,2025-04-20T14:42:00
exp_5173,trip_1511,driver_67,Parking,742,2025-04-20T17:42:00
exp_5174,trip_1512,driver_29,Food Allowance,880,2025-04-21T05:27:00
exp_5175,trip_1512,driver_29,Parking,1145,2025-04-21T01:27:00
exp_5176,trip_1512,driver_29,Fines,1423,2025-04-20T19:27:00
exp_5177,trip_1513,driver_13,Food Allowance,1093,2025-04-21T05:56:00
exp_5178,trip_1513,driver_13,Parking,1072,2025-04-20T19:56:00
exp_5179,trip_1513,driver_13,Parking,728,2025-04-21T03:56:00
exp_5180,trip_1514,driver_58,Food Allowance,1399,2025-04-21T05:11:00
exp_5181,trip_1514,driver_58,Miscellaneous,723,2025-04-21T00:11:00
exp_5182,trip_1514,driver_58,Fines,1016,2025-04-21T04:11:00
exp_5183,trip_1515,driver_58,Fines,747,2025-04-21T00:30:00
exp_5184,trip_1515,driver_58,Parking,741,2025-04-20T21:30:00
exp_5185,trip_1515,driver_58,Fines,1456,2025-04-20T22:30:00
exp_5186,trip_1516,driver_17,Food Allowance,141,2025-04-20T17:15:00
exp_5187,trip_1516,driver_17,Parking,880,2025-04-21T09:15:00
exp_5188,trip_1516,driver_17,FASTag Toll,665,2025-04-21T03:15:00
exp_5189,trip_1516,driver_17,FASTag Toll,877,2025-04-21T11:15:00
exp_5190,trip_1517,driver_45,Miscellaneous,1415,2025-04-20T11:12:00
exp_5191,trip_1517,driver_45,Parking,806,2025-04-20T11:12:00
exp_5192,trip_1517,driver_45,Parking,1293,2025-04-20T19:12:00
exp_5193,trip_1517,driver_45,FASTag Toll,672,2025-04-21T02:12:00
exp_5194,trip_1518,driver_42,Miscellaneous,447,2025-04-20T13:34:00
exp_5195,trip_1518,driver_42,FASTag Toll,1317,2025-04-21T02:34:00
exp_5196,trip_1518,driver_42,FASTag Toll,1033,2025-04-20T07:34:00
exp_5197,trip_1519,driver_36,Food Allowance,1109,2025-04-20T21:00:00
exp_5198,trip_1519,driver_36,Miscellaneous,589,2025-04-20T22:00:00
exp_5199,trip_1519,driver_36,Food Allowance,1035,2025-04-20T13:00:00
exp_5200,trip_1520,driver_29,Fines,521,2025-04-20T21:54:00
exp_5201,trip_1520,driver_29,Parking,528,2025-04-21T14:54:00
exp_5202,trip_1520,driver_29,Miscellaneous,488,2025-04-21T05:54:00
exp_5203,trip_1520,driver_29,Parking,297,2025-04-21T02:54:00
exp_5204,trip_1521,driver_79,Fines,1359,2025-04-21T17:18:00
exp_5205,trip_1521,driver_79,FASTag Toll,509,2025-04-21T03:18:00
exp_5206,trip_1521,driver_79,Parking,959,2025-04-20T23:18:00
exp_5207,trip_1522,driver_37,Fines,715,2025-04-21T19:02:00
exp_5208,trip_1522,driver_37,Fines,1257,2025-04-21T16:02:00
exp_5209,trip_1522,driver_37,Food Allowance,767,2025-04-21T15:02:00
exp_5210,trip_1522,driver_37,Miscellaneous,670,2025-04-21T21:02:00
exp_5211,trip_1523,driver_80,Food Allowance,1384,2025-04-21T17:22:00
exp_5212,trip_1523,driver_80,Food Allowance,559,2025-04-22T11:22:00
exp_5213,trip_1523,driver_80,Fines,1109,2025-04-22T02:22:00
exp_5214,trip_1524,driver_23,Fines,493,2025-04-21T12:18:00
exp_5215,trip_1524,driver_23,Food Allowance,795,2025-04-21T11:18:00
exp_5216,trip_1524,driver_23,FASTag Toll,820,2025-04-21T10:18:00
exp_5217,trip_1525,driver_49,FASTag Toll,179,2025-04-21T07:50:00
exp_5218,trip_1525,driver_49,FASTag Toll,432,2025-04-21T06:50:00
exp_5219,trip_1525,driver_49,FASTag Toll,386,2025-04-21T07:50:00
exp_5220,trip_1526,driver_14,Parking,515,2025-04-21T11:55:00
exp_5221,trip_1526,driver_14,FASTag Toll,788,2025-04-21T04:55:00
exp_5222,trip_1526,driver_14,Parking,759,2025-04-21T05:55:00
exp_5223,trip_1526,driver_14,Fines,904,2025-04-21T11:55:00
exp_5224,trip_1527,driver_64,Parking,827,2025-04-22T18:51:00
exp_5225,trip_1527,driver_64,Parking,948,2025-04-22T12:51:00
exp_5226,trip_1527,driver_64,FASTag Toll,525,2025-04-21T23:51:00
exp_5227,trip_1528,driver_12,Parking,144,2025-04-21T12:28:00
exp_5228,trip_1528,driver_12,FASTag Toll,1374,2025-04-21T14:28:00
exp_5229,trip_1528,driver_12,Fines,1343,2025-04-21T11:28:00
exp_5230,trip_1528,driver_12,Fines,864,2025-04-21T11:28:00
exp_5231,trip_1529,driver_64,FASTag Toll,454,2025-04-21T20:36:00
exp_5232,trip_1529,driver_64,FASTag Toll,1325,2025-04-22T11:36:00
exp_5233,trip_1529,driver_64,FASTag Toll,173,2025-04-21T17:36:00
exp_5234,trip_1529,driver_64,Parking,286,2025-04-22T00:36:00
exp_5235,trip_1530,driver_42,Fines,855,2025-04-22T06:57:00
exp_5236,trip_1530,driver_42,Parking,535,2025-04-21T15:57:00
exp_5237,trip_1530,driver_42,FASTag Toll,888,2025-04-21T18:57:00
exp_5238,trip_1530,driver_42,FASTag Toll,221,2025-04-22T11:57:00
exp_5239,trip_1531,driver_46,Miscellaneous,776,2025-04-21T14:44:00
exp_5240,trip_1531,driver_46,Miscellaneous,184,2025-04-21T14:44:00
exp_5241,trip_1531,driver_46,Fines,1284,2025-04-21T12:44:00
exp_5242,trip_1532,driver_78,Fines,191,2025-04-21T15:55:00
exp_5243,trip_1532,driver_78,FASTag Toll,1437,2025-04-21T12:55:00
exp_5244,trip_1532,driver_78,Parking,354,2025-04-21T15:55:00
exp_5245,trip_1533,driver_1,Food Allowance,755,2025-04-21T10:35:00
exp_5246,trip_1533,driver_1,Food Allowance,1277,2025-04-21T07:35:00
