id,vehicle_id,driver_id,client_id,origin,destination,distance_km,dispatch_time,eta,actual_arrival,status,revenue
trip_891,vehicle_58,driver_28,client_27,Lucknow,Jammu,1157,2025-03-07T11:28:00,2025-03-08T08:27:12.682387,2025-03-08T08:25:12.682387,completed,78676
trip_892,vehicle_13,driver_65,client_68,Jammu,Coimbatore,803,2025-03-07T05:55:00,2025-03-07T22:54:45.186869,2025-03-07T23:07:45.186869,completed,42559
trip_893,vehicle_66,driver_74,client_43,Mumbai,Bengaluru,378,2025-03-07T20:16:00,2025-03-08T04:31:36.373682,2025-03-08T04:03:36.373682,completed,17766
trip_894,vehicle_24,driver_48,client_37,Chandigarh,Lucknow,681,2025-03-07T22:07:00,2025-03-08T14:07:52.392623,2025-03-08T13:46:52.392623,completed,45627
trip_895,vehicle_63,driver_16,client_22,Ludhiana,Bengaluru,415,2025-03-07T10:23:00,2025-03-07T18:24:24.932964,2025-03-07T17:55:24.932964,completed,28635
trip_896,vehicle_7,driver_8,client_46,Kanpur,Vadodara,794,2025-03-07T09:23:00,2025-03-08T02:22:31.294560,2025-03-08T02:10:31.294560,completed,40494
trip_897,vehicle_7,driver_38,client_72,Vadodara,Ludhiana,511,2025-03-07T02:30:00,2025-03-07T14:43:54.970015,2025-03-07T14:56:54.970015,completed,28105
trip_898,vehicle_12,driver_5,client_14,Indore,Gurugram,854,2025-03-08T11:50:00,2025-03-09T03:17:25.818576,2025-03-09T02:52:25.818576,completed,35868
trip_899,vehicle_58,driver_67,client_37,Bengaluru,Coimbatore,447,2025-03-08T20:04:00,2025-03-09T04:47:54.627618,2025-03-09T04:50:54.627618,completed,21903
trip_900,vehicle_62,driver_36,client_60,Patna,Kolkata,404,2025-03-08T23:52:00,2025-03-09T08:14:16.403704,2025-03-09T07:45:16.403704,completed,19392
trip_901,vehicle_40,driver_33,client_32,Nashik,Jammu,886,2025-03-08T19:13:00,2025-03-09T10:04:07.293180,2025-03-09T10:19:07.293180,completed,44300
trip_902,vehicle_67,driver_9,client_19,Jaipur,Ranchi,349,2025-03-08T21:34:00,2025-03-09T05:33:49.286647,2025-03-09T05:53:49.286647,completed,22685
trip_903,vehicle_67,driver_42,client_75,Bhopal,Ranchi,1115,2025-03-08T16:15:00,2025-03-09T19:25:32.869728,2025-03-09T19:16:32.869728,completed,55750
trip_904,vehicle_33,driver_78,client_53,Nagpur,Ahmedabad,640,2025-03-08T06:26:00,2025-03-08T17:24:33.104626,2025-03-08T16:56:33.104626,completed,32640
trip_905,vehicle_53,driver_48,client_7,Kolkata,Nashik,1384,2025-03-08T03:15:00,2025-03-09T10:22:04.558043,2025-03-09T10:27:04.558043,completed,69200
trip_906,vehicle_65,driver_79,client_78,Nashik,Coimbatore,258,2025-03-08T23:52:00,2025-03-09T05:02:42.624660,2025-03-09T09:02:42.624660,delayed,11352
trip_907,vehicle_65,driver_25,client_47,Nagpur,Jaipur,191,2025-03-08T09:55:00,2025-03-08T14:40:36.541841,2025-03-08T14:56:36.541841,completed,12988
trip_908,vehicle_32,driver_12,client_29,Gurugram,Bhopal,467,2025-03-08T13:27:00,2025-03-08T23:08:01.824300,2025-03-08T22:40:01.824300,completed,21015
trip_909,vehicle_19,driver_59,client_56,Kolkata,Chennai,743,2025-03-08T03:00:00,2025-03-08T21:30:13.417397,2025-03-08T21:57:13.417397,completed,46809
trip_910,vehicle_3,driver_48,client_54,Vadodara,Chennai,658,2025-03-09T16:18:00,2025-03-10T04:19:59.937129,2025-03-10T03:54:59.937129,completed,44086
trip_911,vehicle_43,driver_15,client_9,Vadodara,Bhubaneswar,1274,2025-03-09T00:09:00,2025-03-09T23:33:45.764765,2025-03-09T23:57:45.764765,completed,81536
trip_912,vehicle_7,driver_1,client_58,Bengaluru,Pune,1283,2025-03-09T17:57:00,2025-03-10T22:03:49.200812,2025-03-10T21:49:49.200812,completed,60301
trip_913,vehicle_70,driver_48,client_46,Kanpur,Nagpur,879,2025-03-09T16:06:00,2025-03-10T10:00:33.977068,2025-03-10T09:53:33.977068,completed,36039
trip_914,vehicle_6,driver_50,client_20,Chandigarh,Vadodara,817,2025-03-09T22:45:00,2025-03-10T13:19:54.555871,2025-03-10T13:44:54.555871,completed,41667
trip_915,vehicle_24,driver_58,client_50,Jammu,Chandigarh,326,2025-03-09T18:42:00,2025-03-10T00:28:57.548447,2025-03-10T00:46:57.548447,completed,14344
trip_916,vehicle_7,driver_7,client_45,Jammu,Ranchi,502,2025-03-09T04:31:00,2025-03-09T13:50:47.398332,2025-03-09T13:53:47.398332,completed,20080
trip_917,vehicle_15,driver_76,client_27,Indore,Bhopal,442,2025-03-09T04:02:00,2025-03-09T13:25:16.338568,2025-03-09T13:49:16.338568,completed,19006
trip_918,vehicle_70,driver_16,client_58,Surat,Chennai,1228,2025-03-09T04:46:00,2025-03-10T09:49:29.280189,2025-03-10T09:35:29.280189,completed,68768
trip_919,vehicle_16,driver_20,client_25,Gurugram,Indore,881,2025-03-09T15:07:00,2025-03-10T08:12:28.775383,2025-03-10T08:19:28.775383,completed,51098
trip_920,vehicle_7,driver_18,client_65,Nagpur,Nagpur,1325,2025-03-09T21:17:00,2025-03-10T21:09:08.851880,2025-03-10T20:55:08.851880,completed,72875
trip_921,vehicle_56,driver_43,client_57,Indore,Ludhiana,116,2025-03-09T07:36:00,2025-03-09T09:47:16.205848,2025-03-09T10:08:16.205848,completed,7772
trip_922,vehicle_10,driver_9,client_59,Noida,Pune,776,2025-03-09T15:22:00,2025-03-10T10:27:51.742492,2025-03-10T10:54:51.742492,completed,54320
trip_923,vehicle_3,driver_52,client_35,Jammu,Nagpur,1272,2025-03-10T08:14:00,2025-03-11T07:09:37.532374,2025-03-11T07:37:37.532374,completed,61056
trip_924,vehicle_54,driver_79,client_76,Jaipur,Indore,1374,2025-03-10T20:07:00,2025-03-12T03:08:40.864736,2025-03-12T03:32:40.864736,completed,92058
trip_925,vehicle_21,driver_50,client_21,Mumbai,Noida,483,2025-03-10T09:53:00,2025-03-10T18:05:43.309002,2025-03-10T17:53:43.309002,completed,25599
trip_926,vehicle_34,driver_61,client_74,Coimbatore,Nashik,201,2025-03-10T23:42:00,2025-03-11T04:36:03.303648,2025-03-11T09:36:03.303648,delayed,13869
trip_927,vehicle_44,driver_56,client_35,Nagpur,Gurugram,618,2025-03-10T21:53:00,2025-03-11T12:41:49.650887,2025-03-11T13:09:49.650887,completed,30900
trip_928,vehicle_22,driver_73,client_22,Nashik,Lucknow,221,2025-03-10T22:21:00,2025-03-11T03:25:27.154136,2025-03-11T03:32:27.154136,completed,9945
trip_929,vehicle_25,driver_75,client_16,Noida,Bhubaneswar,347,2025-03-10T09:54:00,2025-03-10T17:54:04.536452,2025-03-10T17:24:04.536452,completed,23596
trip_930,vehicle_50,driver_59,client_35,Bhubaneswar,Patna,1468,2025-03-10T10:38:00,2025-03-11T11:30:02.921303,2025-03-11T11:19:02.921303,completed,102760
trip_931,vehicle_69,driver_22,client_17,Delhi,Chandigarh,582,2025-03-10T09:11:00,2025-03-10T20:37:33.100595,2025-03-10T20:07:33.100595,completed,36666
trip_932,vehicle_18,driver_80,client_64,Patna,Bhubaneswar,505,2025-03-10T20:40:00,2025-03-11T05:16:25.234394,2025-03-11T05:34:25.234394,completed,28785
trip_933,vehicle_64,driver_19,client_45,Surat,Nashik,680,2025-03-10T14:51:00,2025-03-11T02:16:48.031402,2025-03-11T01:57:48.031402,completed,36040
trip_934,vehicle_22,driver_59,client_6,Ahmedabad,Noida,1224,2025-03-10T20:27:00,2025-03-11T20:46:28.512674,2025-03-11T21:03:28.512674,completed,84456
trip_935,vehicle_40,driver_60,client_64,Chennai,Indore,216,2025-03-10T11:00:00,2025-03-10T14:50:11.252959,2025-03-10T15:01:11.252959,completed,8640
trip_936,vehicle_46,driver_10,client_21,Indore,Lucknow,1351,2025-03-10T08:35:00,2025-03-11T14:13:02.523865,2025-03-11T14:30:02.523865,completed,60795
trip_937,vehicle_2,driver_43,client_19,Delhi,Jaipur,162,2025-03-11T08:04:00,2025-03-11T11:19:05.031715,2025-03-11T11:47:05.031715,completed,11016
trip_938,vehicle_30,driver_46,client_18,Nagpur,Nashik,729,2025-03-11T21:28:00,2025-03-12T10:45:40.404662,2025-03-12T10:35:40.404662,completed,49572
trip_939,vehicle_31,driver_7,client_4,Mumbai,Jaipur,984,2025-03-11T23:49:00,2025-03-12T20:53:36.185739,2025-03-12T21:19:36.185739,completed,47232
trip_940,vehicle_58,driver_6,client_61,Kolkata,Bengaluru,375,2025-03-11T16:16:00,2025-03-11T22:34:28.043088,2025-03-12T10:34:28.043088,delayed,21375
trip_941,vehicle_40,driver_17,client_38,Bhopal,Mumbai,313,2025-03-11T01:26:00,2025-03-11T08:03:40.513964,2025-03-11T08:24:40.513964,completed,12520
trip_942,vehicle_60,driver_17,client_77,Ludhiana,Kolkata,1445,2025-03-11T02:31:00,2025-03-12T08:54:08.076766,2025-03-12T09:09:08.076766,completed,80920
trip_943,vehicle_21,driver_6,client_33,Vadodara,Vadodara,668,2025-03-11T16:30:00,2025-03-12T07:30:44.708228,2025-03-12T07:07:44.708228,completed,38744
trip_944,vehicle_41,driver_66,client_42,Jaipur,Ranchi,778,2025-03-11T19:12:00,2025-03-12T08:34:50.513517,2025-03-12T08:38:50.513517,completed,46680
trip_945,vehicle_10,driver_46,client_45,Indore,Ranchi,503,2025-03-11T14:35:00,2025-03-12T00:02:59.485085,2025-03-12T00:15:59.485085,completed,34204
trip_946,vehicle_2,driver_36,client_23,Surat,Bhopal,144,2025-03-11T19:19:00,2025-03-11T22:12:10.901688,2025-03-11T21:49:10.901688,completed,9360
trip_947,vehicle_64,driver_8,client_65,Bengaluru,Bengaluru,629,2025-03-11T18:35:00,2025-03-12T07:36:33.092772,2025-03-12T09:36:33.092772,delayed,27047
trip_948,vehicle_62,driver_33,client_30,Coimbatore,Nagpur,1330,2025-03-11T21:03:00,2025-03-12T21:11:24.037509,2025-03-12T20:44:24.037509,completed,63840
trip_949,vehicle_48,driver_13,client_61,Pune,Mumbai,1144,2025-03-11T03:10:00,2025-03-12T02:23:01.047845,2025-03-12T02:50:01.047845,completed,75504
trip_950,vehicle_9,driver_15,client_32,Chandigarh,Bhopal,1312,2025-03-11T00:40:00,2025-03-12T07:21:23.764021,2025-03-12T07:22:23.764021,completed,56416
trip_951,vehicle_40,driver_35,client_43,Vadodara,Gurugram,390,2025-03-12T13:50:00,2025-03-12T21:03:02.904233,2025-03-12T21:27:02.904233,completed,25740
trip_952,vehicle_45,driver_66,client_22,Coimbatore,Coimbatore,214,2025-03-12T22:13:00,2025-03-13T01:50:42.027616,2025-03-13T02:00:42.027616,completed,10700
trip_953,vehicle_61,driver_64,client_34,Jammu,Lucknow,1100,2025-03-12T15:16:00,2025-03-13T15:20:01.680700,2025-03-13T15:26:01.680700,completed,57200
trip_954,vehicle_64,driver_60,client_38,Patna,Jammu,1315,2025-03-12T07:50:00,2025-03-13T06:36:57.552275,2025-03-13T06:28:57.552275,completed,89420
trip_955,vehicle_19,driver_51,client_38,Gurugram,Nagpur,378,2025-03-12T11:42:00,2025-03-12T18:07:58.013279,2025-03-12T18:22:58.013279,completed,20790
trip_956,vehicle_54,driver_34,client_46,Bengaluru,Chandigarh,788,2025-03-12T09:38:00,2025-03-13T00:13:59.627204,2025-03-13T00:28:59.627204,completed,46492
trip_957,vehicle_21,driver_28,client_14,Bengaluru,Hyderabad,1328,2025-03-12T06:25:00,2025-03-13T05:36:47.511117,2025-03-13T05:36:47.511117,completed,69056
trip_958,vehicle_21,driver_5,client_68,Bhubaneswar,Delhi,1076,2025-03-12T20:18:00,2025-03-13T16:22:51.019968,2025-03-13T16:14:51.019968,completed,48420
trip_959,vehicle_63,driver_57,client_67,Bhopal,Lucknow,438,2025-03-12T02:16:00,2025-03-12T12:14:59.116130,2025-03-12T12:00:59.116130,completed,30660
trip_960,vehicle_47,driver_7,client_30,Nagpur,Delhi,1075,2025-03-12T19:13:00,2025-03-13T14:08:02.710393,2025-03-13T14:32:02.710393,completed,70950
trip_961,vehicle_21,driver_16,client_77,Patna,Bhubaneswar,1169,2025-03-12T18:54:00,2025-03-13T16:08:04.518806,2025-03-13T15:49:04.518806,completed,54943
trip_962,vehicle_1,driver_78,client_36,Nagpur,Jaipur,679,2025-03-12T02:29:00,2025-03-12T17:00:55.273771,2025-03-12T17:20:55.273771,completed,42777
trip_963,vehicle_32,driver_51,client_55,Vadodara,Nagpur,944,2025-03-12T19:18:00,2025-03-13T12:55:50.372527,2025-03-13T12:36:50.372527,completed,52864
trip_964,vehicle_37,driver_14,client_72,Ranchi,Kolkata,971,2025-03-12T22:48:00,2025-03-13T15:37:07.646209,2025-03-13T15:09:07.646209,completed,52434
trip_965,vehicle_61,driver_7,client_35,Indore,Ranchi,248,2025-03-12T05:17:00,2025-03-12T10:05:55.982893,2025-03-12T09:42:55.982893,completed,13144
trip_966,vehicle_23,driver_56,client_29,Ranchi,Chandigarh,1307,2025-03-12T04:48:00,2025-03-13T12:40:31.223426,2025-03-13T12:59:31.223426,completed,91490
trip_967,vehicle_48,driver_30,client_1,Lucknow,Kolkata,390,2025-03-13T22:19:00,2025-03-14T07:15:17.794630,2025-03-14T07:09:17.794630,completed,15600
trip_968,vehicle_69,driver_35,client_57,Mumbai,Chandigarh,1362,2025-03-13T21:38:00,2025-03-14T20:20:55.459457,2025-03-14T20:36:55.459457,completed,88530
trip_969,vehicle_49,driver_31,client_62,Bhubaneswar,Chennai,1131,2025-03-13T22:29:00,2025-03-14T21:41:28.690759,2025-03-14T22:09:28.690759,completed,57681
trip_970,vehicle_61,driver_23,client_21,Delhi,Gurugram,956,2025-03-13T06:45:00,2025-03-14T03:55:00.970789,2025-03-14T03:30:00.970789,completed,57360
trip_971,vehicle_60,driver_49,client_74,Nashik,Nagpur,899,2025-03-13T00:18:00,2025-03-13T19:42:41.004987,2025-03-13T20:05:41.004987,completed,42253
trip_972,vehicle_18,driver_76,client_47,Pune,Surat,992,2025-03-13T09:21:00,2025-03-14T02:34:10.017105,2025-03-14T02:08:10.017105,completed,54560
trip_973,vehicle_36,driver_5,client_56,Gurugram,Lucknow,226,2025-03-13T12:51:00,2025-03-13T17:24:30.155792,2025-03-13T17:49:30.155792,completed,15820
trip_974,vehicle_69,driver_42,client_20,Lucknow,Bhopal,802,2025-03-13T16:31:00,2025-03-14T09:48:09.970239,2025-03-14T09:36:09.970239,completed,40902
trip_975,vehicle_43,driver_45,client_27,Jammu,Kolkata,913,2025-03-13T13:58:00,2025-03-14T07:24:22.028620,2025-03-14T07:09:22.028620,completed,55693
trip_976,vehicle_51,driver_69,client_76,Bengaluru,Gurugram,681,2025-03-13T04:27:00,2025-03-13T17:56:02.484002,2025-03-13T17:33:02.484002,completed,37455
trip_977,vehicle_10,driver_74,client_40,Chandigarh,Ahmedabad,184,2025-03-13T20:17:00,2025-03-13T23:27:24.483758,2025-03-13T23:21:24.483758,completed,8280
trip_978,vehicle_36,driver_2,client_68,Surat,Nashik,581,2025-03-13T01:41:00,2025-03-13T13:19:43.964492,2025-03-13T13:43:43.964492,completed,34279
trip_979,vehicle_26,driver_12,client_31,Ranchi,Vadodara,149,2025-03-14T19:00:00,2025-03-14T22:01:06.846630,2025-03-15T08:01:06.846630,delayed,6705
trip_980,vehicle_14,driver_37,client_32,Lucknow,Gurugram,1058,2025-03-14T03:11:00,2025-03-14T21:22:02.703804,2025-03-14T20:58:02.703804,completed,52900
trip_981,vehicle_70,driver_79,client_25,Gurugram,Bhubaneswar,1418,2025-03-14T10:32:00,2025-03-15T19:02:32.343234,2025-03-15T19:00:32.343234,completed,77990
trip_982,vehicle_24,driver_11,client_51,Patna,Chandigarh,283,2025-03-14T13:43:00,2025-03-14T20:11:12.467701,2025-03-14T20:34:12.467701,completed,19527
trip_983,vehicle_57,driver_51,client_65,Bengaluru,Kolkata,1124,2025-03-14T07:20:00,2025-03-15T09:23:07.784816,2025-03-15T09:47:07.784816,completed,67440
trip_984,vehicle_53,driver_16,client_31,Surat,Ahmedabad,1081,2025-03-14T05:35:00,2025-03-15T01:55:03.487894,2025-03-15T02:06:03.487894,completed,43240
trip_985,vehicle_64,driver_51,client_75,Hyderabad,Vadodara,1265,2025-03-14T21:24:00,2025-03-16T00:12:44.957065,2025-03-16T00:05:44.957065,completed,87285
trip_986,vehicle_44,driver_46,client_17,Jaipur,Chennai,1082,2025-03-14T18:40:00,2025-03-15T17:30:37.379145,2025-03-15T17:29:37.379145,completed,64920
trip_987,vehicle_47,driver_20,client_5,Nashik,Bhubaneswar,737,2025-03-14T21:12:00,2025-03-15T11:20:23.437794,2025-03-15T11:30:23.437794,completed,37587
trip_988,vehicle_4,driver_7,client_78,Surat,Bhubaneswar,997,2025-03-14T16:09:00,2025-03-15T13:43:24.647136,2025-03-15T13:38:24.647136,completed,51844
trip_989,vehicle_62,driver_24,client_19,Vadodara,Bengaluru,872,2025-03-14T12:36:00,2025-03-15T04:27:00.154563,2025-03-15T04:48:00.154563,completed,60168
trip_990,vehicle_33,driver_56,client_50,Nashik,Kolkata,952,2025-03-14T12:06:00,2025-03-15T11:21:54.777135,2025-03-15T11:10:54.777135,completed,56168
trip_991,vehicle_55,driver_80,client_72,Kolkata,Jaipur,763,2025-03-14T13:51:00,2025-03-15T08:07:57.546823,2025-03-15T07:54:57.546823,completed,31283
trip_992,vehicle_4,driver_10,client_20,Jaipur,Lucknow,889,2025-03-14T06:06:00,2025-03-14T23:52:17.950396,2025-03-14T23:23:17.950396,completed,35560
trip_993,vehicle_5,driver_15,client_13,Ranchi,Ludhiana,474,2025-03-15T19:22:00,2025-03-16T04:28:00.005137,2025-03-16T04:58:00.005137,completed,22278
trip_994,vehicle_10,driver_41,client_8,Bhubaneswar,Bhubaneswar,683,2025-03-15T23:31:00,2025-03-16T14:20:09.072029,2025-03-16T13:57:09.072029,completed,36882
trip_995,vehicle_48,driver_77,client_45,Noida,Bhubaneswar,539,2025-03-15T05:16:00,2025-03-15T15:15:21.383211,2025-03-15T14:53:21.383211,completed,32879
trip_996,vehicle_15,driver_15,client_77,Mumbai,Noida,986,2025-03-15T14:50:00,2025-03-16T08:15:28.487928,2025-03-16T08:32:28.487928,completed,43384
trip_997,vehicle_36,driver_10,client_68,Ahmedabad,Coimbatore,224,2025-03-15T21:21:00,2025-03-16T02:52:26.867254,2025-03-16T02:42:26.867254,completed,8960
trip_998,vehicle_42,driver_1,client_57,Jaipur,Chandigarh,272,2025-03-15T15:57:00,2025-03-15T22:14:10.828485,2025-03-15T22:25:10.828485,completed,16048
trip_999,vehicle_10,driver_80,client_9,Nashik,Ranchi,1321,2025-03-15T01:23:00,2025-03-16T09:55:43.582506,2025-03-16T09:50:43.582506,completed,66050
trip_1000,vehicle_11,driver_32,client_36,Vadodara,Bhubaneswar,1210,2025-03-15T21:33:00,2025-03-17T02:04:53.061562,2025-03-17T05:04:53.061562,delayed,52030
trip_1001,vehicle_17,driver_20,client_30,Surat,Bengaluru,1462,2025-03-15T06:35:00,2025-03-16T19:03:24.494963,2025-03-16T18:55:24.494963,completed,102340
trip_1002,vehicle_44,driver_61,client_79,Jaipur,Lucknow,1384,2025-03-15T00:10:00,2025-03-16T01:47:45.718696,2025-03-16T02:14:45.718696,completed,91344
trip_1003,vehicle_54,driver_59,client_29,Jaipur,Surat,929,2025-03-15T05:50:00,2025-03-15T21:28:00.006458,2025-03-15T21:19:00.006458,completed,62243
trip_1004,vehicle_44,driver_23,client_24,Gurugram,Gurugram,951,2025-03-15T06:25:00,2025-03-16T04:18:56.572382,2025-03-16T04:23:56.572382,completed,50403
trip_1005,vehicle_37,driver_22,client_39,Bhopal,Jaipur,265,2025-03-15T20:35:00,2025-03-16T01:49:02.742705,2025-03-16T02:13:02.742705,completed,15900
trip_1006,vehicle_27,driver_42,client_73,Jammu,Nagpur,539,2025-03-16T20:58:00,2025-03-17T07:14:45.521086,2025-03-17T07:15:45.521086,completed,27489
trip_1007,vehicle_4,driver_65,client_62,Kolkata,Patna,287,2025-03-16T04:16:00,2025-03-16T10:14:04.698648,2025-03-16T10:44:04.698648,completed,13489
trip_1008,vehicle_9,driver_67,client_10,Ludhiana,Ahmedabad,1105,2025-03-16T19:44:00,2025-03-17T16:45:01.151284,2025-03-17T16:15:01.151284,completed,58565
trip_1009,vehicle_51,driver_11,client_60,Kanpur,Bhopal,641,2025-03-16T23:44:00,2025-03-17T11:58:46.978840,2025-03-17T11:51:46.978840,completed,26281
trip_1010,vehicle_55,driver_9,client_77,Bhubaneswar,Kanpur,824,2025-03-16T18:23:00,2025-03-17T13:22:21.029662,2025-03-17T13:45:21.029662,completed,41200
trip_1011,vehicle_13,driver_6,client_41,Mumbai,Ludhiana,855,2025-03-16T18:13:00,2025-03-17T10:37:33.157326,2025-03-17T10:41:33.157326,completed,36765
trip_1012,vehicle_12,driver_8,client_40,Patna,Surat,281,2025-03-16T16:18:00,2025-03-16T22:53:51.713042,2025-03-16T22:31:51.713042,completed,14612
trip_1013,vehicle_59,driver_76,client_47,Ludhiana,Ludhiana,777,2025-03-16T01:52:00,2025-03-16T17:44:29.576246,2025-03-16T18:12:29.576246,completed,47397
trip_1014,vehicle_21,driver_62,client_55,Vadodara,Noida,1306,2025-03-16T20:58:00,2025-03-18T02:59:15.014343,2025-03-18T03:12:15.014343,completed,83584
trip_1015,vehicle_8,driver_72,client_19,Hyderabad,Lucknow,637,2025-03-16T02:21:00,2025-03-16T14:44:28.710546,2025-03-16T18:44:28.710546,delayed,31213
trip_1016,vehicle_22,driver_3,client_34,Hyderabad,Nashik,655,2025-03-16T01:32:00,2025-03-16T15:26:41.406767,2025-03-16T20:26:41.406767,delayed,30130
trip_1017,vehicle_26,driver_30,client_39,Jaipur,Hyderabad,225,2025-03-16T16:52:00,2025-03-16T21:36:21.937220,2025-03-16T21:39:21.937220,completed,13500
trip_1018,vehicle_59,driver_49,client_33,Coimbatore,Nagpur,737,2025-03-16T11:22:00,2025-03-17T03:23:48.490185,2025-03-17T02:56:48.490185,completed,33902
trip_1019,vehicle_9,driver_40,client_19,Bhopal,Ahmedabad,1441,2025-03-16T16:20:00,2025-03-17T23:10:18.793983,2025-03-17T23:09:18.793983,completed,57640
trip_1020,vehicle_54,driver_37,client_75,Bengaluru,Jaipur,1251,2025-03-16T07:47:00,2025-03-17T04:42:42.642182,2025-03-17T04:41:42.642182,completed,77562
trip_1021,vehicle_48,driver_70,client_11,Lucknow,Ranchi,470,2025-03-17T17:16:00,2025-03-18T02:33:09.198459,2025-03-18T02:41:09.198459,completed,31960
trip_1022,vehicle_22,driver_39,client_64,Mumbai,Jammu,419,2025-03-17T23:33:00,2025-03-18T08:22:06.688299,2025-03-18T08:13:06.688299,completed,20112
trip_1023,vehicle_40,driver_10,client_35,Bhubaneswar,Hyderabad,1045,2025-03-17T15:57:00,2025-03-18T11:13:21.805677,2025-03-18T11:14:21.805677,completed,49115
trip_1024,vehicle_23,driver_65,client_65,Vadodara,Nashik,1465,2025-03-17T06:55:00,2025-03-18T17:22:44.802872,2025-03-18T17:17:44.802872,completed,80575
trip_1025,vehicle_2,driver_44,client_10,Jaipur,Gurugram,1264,2025-03-17T11:20:00,2025-03-18T17:09:10.197446,2025-03-18T17:34:10.197446,completed,87216
trip_1026,vehicle_50,driver_75,client_78,Hyderabad,Chandigarh,1095,2025-03-17T17:19:00,2025-03-18T14:59:41.033175,2025-03-18T15:21:41.033175,completed,61320
trip_1027,vehicle_62,driver_37,client_63,Bhopal,Gurugram,0,2025-03-17T18:58:00,2025-03-18T12:04:18.303779,,cancelled,0
trip_1028,vehicle_14,driver_78,client_3,Coimbatore,Indore,285,2025-03-17T18:52:00,2025-03-18T00:33:40.241608,2025-03-18T00:32:40.241608,completed,17385
trip_1029,vehicle_5,driver_28,client_68,Noida,Bhubaneswar,426,2025-03-17T15:13:00,2025-03-18T01:46:09.241981,2025-03-18T01:35:09.241981,completed,27264
trip_1030,vehicle_9,driver_72,client_14,Nagpur,Patna,785,2025-03-17T06:58:00,2025-03-17T21:46:52.067670,2025-03-17T21:20:52.067670,completed,48670
trip_1031,vehicle_21,driver_54,client_26,Ranchi,Chennai,0,2025-03-17T18:32:00,2025-03-18T11:22:34.741395,,cancelled,0
trip_1032,vehicle_7,driver_23,client_63,Indore,Gurugram,1467,2025-03-17T21:38:00,2025-03-19T05:49:53.434428,2025-03-19T06:12:53.434428,completed,68949
trip_1033,vehicle_17,driver_51,client_78,Nashik,Coimbatore,775,2025-03-17T04:18:00,2025-03-17T17:54:00.849653,2025-03-17T18:14:00.849653,completed,44175
trip_1034,vehicle_66,driver_22,client_42,Ranchi,Ahmedabad,374,2025-03-18T22:51:00,2025-03-19T05:38:52.223669,2025-03-19T05:44:52.223669,completed,22440
trip_1035,vehicle_56,driver_44,client_75,Nashik,Bhubaneswar,1380,2025-03-18T10:01:00,2025-03-19T10:51:50.856461,2025-03-19T11:19:50.856461,completed,56580
trip_1036,vehicle_42,driver_30,client_18,Mumbai,Ranchi,939,2025-03-18T01:45:00,2025-03-18T20:17:58.532800,2025-03-18T20:46:58.532800,completed,50706
trip_1037,vehicle_26,driver_57,client_47,Hyderabad,Chennai,557,2025-03-18T09:49:00,2025-03-18T22:11:35.627279,2025-03-18T22:38:35.627279,completed,28964
trip_1038,vehicle_51,driver_33,client_71,Patna,Kolkata,1322,2025-03-18T00:37:00,2025-03-18T23:03:06.440646,2025-03-18T22:50:06.440646,completed,70066
trip_1039,vehicle_66,driver_7,client_38,Bhopal,Nagpur,166,2025-03-18T18:20:00,2025-03-18T21:37:57.501476,2025-03-18T22:01:57.501476,completed,6972
trip_1040,vehicle_37,driver_32,client_78,Ahmedabad,Nagpur,923,2025-03-18T18:14:00,2025-03-19T10:35:49.018402,2025-03-19T10:07:49.018402,completed,52611
trip_1041,vehicle_46,driver_77,client_9,Noida,Vadodara,714,2025-03-18T23:00:00,2025-03-19T12:50:56.012405,2025-03-19T12:56:56.012405,completed,34986
trip_1042,vehicle_40,driver_3,client_69,Bengaluru,Surat,1426,2025-03-18T06:36:00,2025-03-19T09:53:53.511053,2025-03-19T09:58:53.511053,completed,65596
trip_1043,vehicle_42,driver_16,client_54,Pune,Vadodara,555,2025-03-18T07:52:00,2025-03-18T17:32:43.303216,2025-03-19T02:32:43.303216,delayed,31080
trip_1044,vehicle_24,driver_31,client_62,Nagpur,Kanpur,1491,2025-03-18T00:13:00,2025-03-19T07:03:08.821499,2025-03-19T07:04:08.821499,completed,83496
trip_1045,vehicle_41,driver_30,client_39,Ranchi,Jammu,1026,2025-03-18T11:48:00,2025-03-19T11:21:25.144110,2025-03-19T11:10:25.144110,completed,66690
trip_1046,vehicle_70,driver_45,client_48,Pune,Ranchi,252,2025-03-18T10:29:00,2025-03-18T15:40:23.389751,2025-03-18T15:41:23.389751,completed,10332
trip_1047,vehicle_27,driver_70,client_36,Ludhiana,Vadodara,1283,2025-03-19T04:15:00,2025-03-20T08:08:00.182736,2025-03-20T08:01:00.182736,completed,56452
trip_1048,vehicle_50,driver_21,client_62,Hyderabad,Chandigarh,1147,2025-03-19T20:24:00,2025-03-20T18:37:43.081872,2025-03-20T18:54:43.081872,completed,55056
trip_1049,vehicle_36,driver_12,client_51,Noida,Indore,459,2025-03-19T22:14:00,2025-03-20T08:57:36.536640,2025-03-20T08:27:36.536640,completed,30753
trip_1050,vehicle_45,driver_52,client_61,Gurugram,Vadodara,560,2025-03-19T00:12:00,2025-03-19T09:50:23.825283,2025-03-19T09:29:23.825283,completed,29680
trip_1051,vehicle_69,driver_41,client_68,Kolkata,Noida,890,2025-03-19T09:40:00,2025-03-20T05:47:57.962148,2025-03-20T05:20:57.962148,completed,54290
