id,vehicle_id,trip_id,vendor_id,quantity_liters,price_per_liter,total_cost,date
fuel_1113,vehicle_39,trip_457,vendor_fuel_9,32.4,92.87,3009.05,2025-02-03T20:38:00
fuel_1114,vehicle_39,trip_457,vendor_fuel_39,32.22,88.44,2849.73,2025-02-03T23:38:00
fuel_1115,vehicle_38,trip_458,vendor_fuel_28,15.04,87.23,1312.23,2025-02-03T10:31:00
fuel_1116,vehicle_38,trip_458,vendor_fuel_15,14.74,93.48,1377.57,2025-02-03T11:31:00
fuel_1117,vehicle_38,trip_458,vendor_fuel_6,14.82,85.06,1260.55,2025-02-03T09:31:00
fuel_1118,vehicle_12,trip_459,vendor_fuel_16,109.83,90.46,9934.82,2025-02-03T19:59:00
fuel_1119,vehicle_12,trip_459,vendor_fuel_21,110.05,92.12,10137.77,2025-02-04T01:59:00
fuel_1120,vehicle_12,trip_459,vendor_fuel_43,107.52,86.81,9333.56,2025-02-03T17:59:00
fuel_1121,vehicle_58,trip_460,vendor_fuel_31,16.54,88.07,1456.84,2025-02-04T12:58:00
fuel_1122,vehicle_58,trip_460,vendor_fuel_23,17.07,91.39,1559.74,2025-02-04T12:58:00
fuel_1123,vehicle_58,trip_460,vendor_fuel_47,16.29,93.74,1527.08,2025-02-04T13:58:00
fuel_1124,vehicle_27,trip_461,vendor_fuel_13,104.68,85.69,8969.27,2025-02-04T11:31:00
fuel_1125,vehicle_27,trip_461,vendor_fuel_39,104.19,90.21,9398.94,2025-02-04T10:31:00
fuel_1126,vehicle_26,trip_462,vendor_fuel_14,84.72,93.32,7905.7,2025-02-05T08:27:00
fuel_1127,vehicle_26,trip_462,vendor_fuel_33,84.02,87.26,7332.34,2025-02-04T18:27:00
fuel_1128,vehicle_26,trip_462,vendor_fuel_7,82.09,90.65,7441.35,2025-02-04T23:27:00
fuel_1129,vehicle_9,trip_463,vendor_fuel_4,47.45,94.06,4463.33,2025-02-04T16:52:00
fuel_1130,vehicle_9,trip_463,vendor_fuel_2,49.03,90.86,4455.17,2025-02-04T07:52:00
fuel_1131,vehicle_9,trip_463,vendor_fuel_36,46.72,90.32,4220.19,2025-02-04T12:52:00
fuel_1132,vehicle_67,trip_464,vendor_fuel_36,86.71,89.38,7750.39,2025-02-04T11:41:00
fuel_1133,vehicle_67,trip_464,vendor_fuel_22,88.79,93.9,8336.8,2025-02-04T16:41:00
fuel_1134,vehicle_67,trip_464,vendor_fuel_34,87.81,88.49,7769.52,2025-02-04T08:41:00
fuel_1135,vehicle_10,trip_465,vendor_fuel_17,85.86,90.29,7752.76,2025-02-05T03:34:00
fuel_1136,vehicle_10,trip_465,vendor_fuel_14,86.37,92.9,8023.58,2025-02-05T06:34:00
fuel_1137,vehicle_10,trip_465,vendor_fuel_34,83.73,93.74,7849.1,2025-02-05T05:34:00
fuel_1138,vehicle_32,trip_466,vendor_fuel_37,89.64,89.45,8018.31,2025-02-04T19:05:00
fuel_1139,vehicle_32,trip_466,vendor_fuel_28,85.62,86.48,7404.33,2025-02-05T07:05:00
fuel_1140,vehicle_17,trip_467,vendor_fuel_20,12.08,94.85,1145.6,2025-02-05T00:47:00
fuel_1141,vehicle_17,trip_467,vendor_fuel_8,11.84,88.15,1043.48,2025-02-05T00:47:00
fuel_1142,vehicle_18,trip_468,vendor_fuel_29,64.44,86.4,5567.65,2025-02-05T00:29:00
fuel_1143,vehicle_18,trip_468,vendor_fuel_47,61.05,88.49,5401.75,2025-02-05T08:29:00
fuel_1144,vehicle_18,trip_468,vendor_fuel_23,62.2,87.45,5439.71,2025-02-05T02:29:00
fuel_1145,vehicle_58,trip_469,vendor_fuel_7,21.32,93.77,1998.78,2025-02-05T00:21:00
fuel_1146,vehicle_58,trip_469,vendor_fuel_44,21.19,88.93,1884.66,2025-02-04T21:21:00
fuel_1147,vehicle_58,trip_469,vendor_fuel_16,21.99,93.38,2053.82,2025-02-05T00:21:00
fuel_1148,vehicle_11,trip_470,vendor_fuel_14,65.05,88.23,5739.96,2025-02-04T14:04:00
fuel_1149,vehicle_11,trip_470,vendor_fuel_20,62.42,93.18,5816.41,2025-02-04T15:04:00
fuel_1150,vehicle_11,trip_470,vendor_fuel_24,64.24,85.43,5488.07,2025-02-04T10:04:00
fuel_1151,vehicle_63,trip_471,vendor_fuel_15,36.2,92.55,3350.08,2025-02-04T19:08:00
fuel_1152,vehicle_63,trip_471,vendor_fuel_37,38.75,94.27,3652.84,2025-02-04T20:08:00
fuel_1153,vehicle_63,trip_471,vendor_fuel_32,37.93,85.45,3240.71,2025-02-04T20:08:00
fuel_1154,vehicle_45,trip_472,vendor_fuel_36,69.62,94.68,6591.91,2025-02-05T19:34:00
fuel_1155,vehicle_45,trip_472,vendor_fuel_49,76.67,92.89,7121.98,2025-02-05T17:34:00
fuel_1156,vehicle_46,trip_473,vendor_fuel_40,43.62,91.05,3971.68,2025-02-06T01:14:00
fuel_1157,vehicle_46,trip_473,vendor_fuel_33,44.58,88.49,3944.9,2025-02-06T10:14:00
fuel_1158,vehicle_22,trip_474,vendor_fuel_45,32.76,85.57,2803.53,2025-02-05T23:02:00
fuel_1159,vehicle_22,trip_474,vendor_fuel_18,34.9,93.39,3259.16,2025-02-05T20:02:00
fuel_1160,vehicle_22,trip_474,vendor_fuel_24,34.47,86.6,2985.19,2025-02-05T21:02:00
fuel_1161,vehicle_60,trip_475,vendor_fuel_32,90.0,85.78,7720.35,2025-02-06T09:47:00
fuel_1162,vehicle_60,trip_475,vendor_fuel_1,95.73,86.86,8314.57,2025-02-06T08:47:00
fuel_1163,vehicle_68,trip_476,vendor_fuel_50,28.25,94.3,2663.85,2025-02-05T23:24:00
fuel_1164,vehicle_68,trip_476,vendor_fuel_16,28.18,88.35,2489.49,2025-02-06T02:24:00
fuel_1165,vehicle_41,trip_477,vendor_fuel_13,20.07,89.61,1798.13,2025-02-05T04:31:00
fuel_1166,vehicle_41,trip_477,vendor_fuel_6,20.97,86.72,1818.44,2025-02-05T04:31:00
fuel_1167,vehicle_41,trip_477,vendor_fuel_37,20.04,93.13,1866.35,2025-02-05T04:31:00
fuel_1168,vehicle_64,trip_478,vendor_fuel_10,114.76,85.54,9816.59,2025-02-05T13:35:00
fuel_1169,vehicle_64,trip_478,vendor_fuel_9,120.82,87.93,10624.25,2025-02-05T11:35:00
fuel_1170,vehicle_64,trip_478,vendor_fuel_26,116.13,85.93,9978.45,2025-02-05T06:35:00
fuel_1171,vehicle_40,trip_479,vendor_fuel_6,78.34,89.7,7027.06,2025-02-05T20:24:00
fuel_1172,vehicle_40,trip_479,vendor_fuel_36,75.93,88.0,6681.89,2025-02-05T06:24:00
fuel_1173,vehicle_41,trip_480,vendor_fuel_33,117.06,90.56,10601.28,2025-02-06T00:10:00
fuel_1174,vehicle_41,trip_480,vendor_fuel_25,119.06,87.14,10374.38,2025-02-05T04:10:00
fuel_1175,vehicle_41,trip_480,vendor_fuel_18,124.89,90.0,11240.73,2025-02-05T12:10:00
fuel_1176,vehicle_17,trip_481,vendor_fuel_9,83.81,92.3,7736.11,2025-02-05T16:02:00
fuel_1177,vehicle_17,trip_481,vendor_fuel_18,85.28,94.8,8084.56,2025-02-06T03:02:00
fuel_1178,vehicle_17,trip_481,vendor_fuel_29,81.0,89.37,7239.13,2025-02-05T11:02:00
fuel_1179,vehicle_28,trip_483,vendor_fuel_34,28.31,85.03,2407.65,2025-02-05T01:01:00
fuel_1180,vehicle_28,trip_483,vendor_fuel_1,26.94,86.19,2321.96,2025-02-05T01:01:00
fuel_1181,vehicle_6,trip_484,vendor_fuel_3,9.53,88.89,847.14,2025-02-05T18:50:00
fuel_1182,vehicle_6,trip_484,vendor_fuel_38,8.64,90.97,786.32,2025-02-05T19:50:00
fuel_1183,vehicle_6,trip_484,vendor_fuel_8,9.24,87.49,808.78,2025-02-05T18:50:00
fuel_1184,vehicle_43,trip_485,vendor_fuel_49,41.36,87.03,3599.47,2025-02-05T22:51:00
fuel_1185,vehicle_43,trip_485,vendor_fuel_29,42.26,89.11,3765.97,2025-02-06T00:51:00
fuel_1186,vehicle_70,trip_486,vendor_fuel_33,109.71,90.31,9907.92,2025-02-06T07:58:00
fuel_1187,vehicle_70,trip_486,vendor_fuel_9,113.76,91.89,10453.62,2025-02-06T19:58:00
fuel_1188,vehicle_70,trip_486,vendor_fuel_41,110.7,94.13,10419.7,2025-02-06T11:58:00
fuel_1189,vehicle_18,trip_487,vendor_fuel_43,90.24,85.18,7686.15,2025-02-06T16:35:00
fuel_1190,vehicle_18,trip_487,vendor_fuel_30,88.11,85.32,7517.57,2025-02-06T09:35:00
fuel_1191,vehicle_18,trip_487,vendor_fuel_27,89.07,87.65,7806.75,2025-02-06T04:35:00
fuel_1192,vehicle_17,trip_488,vendor_fuel_28,109.7,92.35,10131.23,2025-02-07T14:04:00
fuel_1193,vehicle_17,trip_488,vendor_fuel_50,113.32,94.56,10714.86,2025-02-07T18:04:00
fuel_1194,vehicle_17,trip_488,vendor_fuel_17,117.99,94.74,11178.03,2025-02-06T23:04:00
fuel_1195,vehicle_14,trip_489,vendor_fuel_23,21.07,87.59,1845.35,2025-02-06T15:15:00
fuel_1196,vehicle_14,trip_489,vendor_fuel_27,21.3,85.83,1828.42,2025-02-06T15:15:00
fuel_1197,vehicle_14,trip_489,vendor_fuel_49,19.69,94.4,1858.75,2025-02-06T11:15:00
fuel_1198,vehicle_50,trip_490,vendor_fuel_40,122.66,93.44,11462.07,2025-02-06T14:54:00
fuel_1199,vehicle_50,trip_490,vendor_fuel_43,122.21,93.3,11401.68,2025-02-06T10:54:00
fuel_1200,vehicle_50,trip_490,vendor_fuel_24,123.49,91.39,11286.01,2025-02-06T05:54:00
fuel_1201,vehicle_40,trip_491,vendor_fuel_17,52.64,89.33,4702.66,2025-02-07T09:26:00
fuel_1202,vehicle_40,trip_491,vendor_fuel_23,52.38,88.56,4638.63,2025-02-07T04:26:00
fuel_1203,vehicle_40,trip_491,vendor_fuel_26,51.54,86.72,4469.65,2025-02-07T10:26:00
fuel_1204,vehicle_60,trip_492,vendor_fuel_18,7.67,90.28,692.29,2025-02-06T23:27:00
fuel_1205,vehicle_60,trip_492,vendor_fuel_26,7.53,94.93,714.6,2025-02-06T23:27:00
fuel_1206,vehicle_36,trip_493,vendor_fuel_32,37.32,94.46,3525.09,2025-02-06T10:55:00
fuel_1207,vehicle_36,trip_493,vendor_fuel_33,37.7,92.3,3479.39,2025-02-06T14:55:00
fuel_1208,vehicle_36,trip_493,vendor_fuel_11,37.51,85.58,3210.25,2025-02-06T08:55:00
fuel_1209,vehicle_27,trip_494,vendor_fuel_41,132.04,92.49,12212.39,2025-02-07T04:15:00
fuel_1210,vehicle_27,trip_494,vendor_fuel_49,136.77,94.27,12893.99,2025-02-06T15:15:00
fuel_1211,vehicle_27,trip_494,vendor_fuel_49,140.86,91.17,12842.36,2025-02-06T05:15:00
fuel_1212,vehicle_44,trip_495,vendor_fuel_39,33.67,92.79,3124.7,2025-02-06T23:07:00
fuel_1213,vehicle_44,trip_495,vendor_fuel_27,34.5,89.68,3093.54,2025-02-07T00:07:00
fuel_1214,vehicle_63,trip_496,vendor_fuel_1,82.71,87.87,7267.78,2025-02-07T04:31:00
fuel_1215,vehicle_63,trip_496,vendor_fuel_23,87.33,90.49,7902.7,2025-02-06T21:31:00
fuel_1216,vehicle_24,trip_497,vendor_fuel_2,30.19,91.66,2767.3,2025-02-06T19:37:00
fuel_1217,vehicle_24,trip_497,vendor_fuel_23,31.86,91.82,2925.82,2025-02-06T14:37:00
fuel_1218,vehicle_24,trip_497,vendor_fuel_16,30.74,91.9,2824.87,2025-02-06T18:37:00
fuel_1219,vehicle_47,trip_498,vendor_fuel_37,131.38,93.66,12304.29,2025-02-06T21:49:00
fuel_1220,vehicle_47,trip_498,vendor_fuel_33,127.07,93.55,11888.06,2025-02-06T19:49:00
fuel_1221,vehicle_19,trip_499,vendor_fuel_15,57.34,92.94,5329.67,2025-02-07T13:24:00
fuel_1222,vehicle_19,trip_499,vendor_fuel_6,56.35,90.5,5099.69,2025-02-07T03:24:00
fuel_1223,vehicle_19,trip_499,vendor_fuel_49,56.89,93.2,5302.25,2025-02-07T11:24:00
fuel_1224,vehicle_15,trip_500,vendor_fuel_7,119.07,89.98,10714.06,2025-02-07T13:57:00
fuel_1225,vehicle_15,trip_500,vendor_fuel_41,114.4,86.55,9901.26,2025-02-07T04:57:00
fuel_1226,vehicle_15,trip_500,vendor_fuel_30,119.04,93.12,11085.51,2025-02-07T08:57:00
fuel_1227,vehicle_60,trip_501,vendor_fuel_42,12.36,87.64,1082.77,2025-02-07T13:04:00
fuel_1228,vehicle_60,trip_501,vendor_fuel_15,12.54,91.41,1146.26,2025-02-07T13:04:00
fuel_1229,vehicle_60,trip_501,vendor_fuel_7,12.71,85.61,1087.76,2025-02-07T13:04:00
fuel_1230,vehicle_24,trip_502,vendor_fuel_20,17.39,90.16,1568.06,2025-02-07T06:36:00
fuel_1231,vehicle_24,trip_502,vendor_fuel_9,17.86,89.29,1594.96,2025-02-07T06:36:00
fuel_1232,vehicle_24,trip_502,vendor_fuel_44,17.86,93.92,1677.23,2025-02-07T07:36:00
fuel_1233,vehicle_17,trip_503,vendor_fuel_4,99.48,87.34,8688.66,2025-02-08T12:46:00
fuel_1234,vehicle_17,trip_503,vendor_fuel_16,96.95,88.71,8600.22,2025-02-07T22:46:00
fuel_1235,vehicle_17,trip_503,vendor_fuel_44,93.71,92.88,8704.31,2025-02-08T06:46:00
fuel_1236,vehicle_2,trip_504,vendor_fuel_17,37.85,88.39,3345.16,2025-02-08T00:41:00
fuel_1237,vehicle_2,trip_504,vendor_fuel_46,37.61,85.77,3225.39,2025-02-07T22:41:00
fuel_1238,vehicle_2,trip_504,vendor_fuel_17,36.87,92.81,3421.71,2025-02-08T00:41:00
fuel_1239,vehicle_19,trip_505,vendor_fuel_11,22.07,86.07,1899.74,2025-02-07T04:48:00
fuel_1240,vehicle_19,trip_505,vendor_fuel_35,21.67,86.58,1876.45,2025-02-07T06:48:00
fuel_1241,vehicle_14,trip_506,vendor_fuel_18,89.61,94.79,8494.02,2025-02-07T06:13:00
fuel_1242,vehicle_14,trip_506,vendor_fuel_5,95.05,87.69,8334.56,2025-02-07T02:13:00
fuel_1243,vehicle_2,trip_507,vendor_fuel_29,55.43,93.63,5189.68,2025-02-07T21:12:00
fuel_1244,vehicle_2,trip_507,vendor_fuel_28,53.88,92.83,5001.13,2025-02-07T22:12:00
fuel_1245,vehicle_42,trip_508,vendor_fuel_25,161.32,90.73,14636.19,2025-02-07T15:47:00
fuel_1246,vehicle_42,trip_508,vendor_fuel_50,164.46,85.48,14057.87,2025-02-08T02:47:00
fuel_1247,vehicle_27,trip_509,vendor_fuel_48,139.24,85.03,11839.49,2025-02-08T00:39:00
fuel_1248,vehicle_27,trip_509,vendor_fuel_2,149.08,92.54,13795.03,2025-02-07T14:39:00
fuel_1249,vehicle_27,trip_509,vendor_fuel_46,135.59,85.1,11539.43,2025-02-07T12:39:00
fuel_1250,vehicle_5,trip_510,vendor_fuel_24,38.81,85.41,3314.45,2025-02-07T16:57:00
fuel_1251,vehicle_5,trip_510,vendor_fuel_4,40.57,88.44,3588.08,2025-02-07T07:57:00
fuel_1252,vehicle_27,trip_511,vendor_fuel_23,60.85,90.37,5498.93,2025-02-08T11:12:00
fuel_1253,vehicle_27,trip_511,vendor_fuel_18,61.58,93.32,5746.77,2025-02-08T12:12:00
fuel_1254,vehicle_16,trip_512,vendor_fuel_39,49.7,88.84,4415.41,2025-02-09T04:25:00
fuel_1255,vehicle_16,trip_512,vendor_fuel_37,49.51,91.41,4525.91,2025-02-08T19:25:00
fuel_1256,vehicle_30,trip_513,vendor_fuel_10,23.85,93.97,2241.37,2025-02-08T19:54:00
fuel_1257,vehicle_30,trip_513,vendor_fuel_8,22.99,91.21,2096.69,2025-02-08T17:54:00
fuel_1258,vehicle_30,trip_513,vendor_fuel_1,24.88,87.29,2171.51,2025-02-08T18:54:00
fuel_1259,vehicle_46,trip_514,vendor_fuel_38,57.79,89.42,5167.61,2025-02-08T18:17:00
fuel_1260,vehicle_46,trip_514,vendor_fuel_39,58.49,87.61,5123.99,2025-02-08T08:17:00
fuel_1261,vehicle_1,trip_515,vendor_fuel_36,92.01,90.89,8363.08,2025-02-09T05:31:00
fuel_1262,vehicle_1,trip_515,vendor_fuel_40,88.4,88.58,7830.15,2025-02-08T17:31:00
fuel_1263,vehicle_43,trip_516,vendor_fuel_2,89.39,92.89,8303.13,2025-02-09T08:33:00
fuel_1264,vehicle_43,trip_516,vendor_fuel_38,91.83,86.25,7920.68,2025-02-09T05:33:00
fuel_1265,vehicle_43,trip_516,vendor_fuel_50,91.5,94.24,8623.06,2025-02-09T10:33:00
fuel_1266,vehicle_52,trip_517,vendor_fuel_11,53.75,86.7,4659.9,2025-02-08T18:11:00
fuel_1267,vehicle_52,trip_517,vendor_fuel_37,54.12,85.87,4647.29,2025-02-09T00:11:00
fuel_1268,vehicle_57,trip_518,vendor_fuel_19,25.07,85.67,2147.79,2025-02-08T14:25:00
fuel_1269,vehicle_57,trip_518,vendor_fuel_5,24.62,87.32,2149.5,2025-02-08T14:25:00
fuel_1270,vehicle_57,trip_518,vendor_fuel_15,26.48,85.84,2272.79,2025-02-08T17:25:00
fuel_1271,vehicle_6,trip_519,vendor_fuel_28,11.36,85.55,972.18,2025-02-08T17:09:00
fuel_1272,vehicle_6,trip_519,vendor_fuel_34,10.88,87.18,948.56,2025-02-08T18:09:00
fuel_1273,vehicle_6,trip_519,vendor_fuel_15,10.46,90.72,949.1,2025-02-08T18:09:00
fuel_1274,vehicle_26,trip_520,vendor_fuel_25,43.58,92.15,4016.22,2025-02-08T03:41:00
fuel_1275,vehicle_26,trip_520,vendor_fuel_8,40.81,93.17,3802.78,2025-02-08T02:41:00
fuel_1276,vehicle_24,trip_521,vendor_fuel_32,16.25,85.87,1395.06,2025-02-08T11:56:00
fuel_1277,vehicle_24,trip_521,vendor_fuel_20,17.26,86.89,1500.01,2025-02-08T11:56:00
fuel_1278,vehicle_24,trip_521,vendor_fuel_19,16.53,93.82,1550.43,2025-02-08T11:56:00
fuel_1279,vehicle_43,trip_522,vendor_fuel_49,128.18,88.79,11380.53,2025-02-08T17:36:00
fuel_1280,vehicle_43,trip_522,vendor_fuel_18,124.09,90.68,11251.85,2025-02-09T11:36:00
fuel_1281,vehicle_43,trip_522,vendor_fuel_28,124.71,86.98,10846.74,2025-02-09T12:36:00
fuel_1282,vehicle_23,trip_523,vendor_fuel_44,102.62,85.78,8802.4,2025-02-09T13:17:00
fuel_1283,vehicle_23,trip_523,vendor_fuel_42,98.23,89.89,8829.42,2025-02-09T13:17:00
fuel_1284,vehicle_70,trip_524,vendor_fuel_5,142.03,94.25,13385.34,2025-02-08T23:56:00
fuel_1285,vehicle_70,trip_524,vendor_fuel_6,145.68,93.82,13668.26,2025-02-09T04:56:00
fuel_1286,vehicle_6,trip_525,vendor_fuel_18,107.01,87.48,9360.93,2025-02-10T21:24:00
fuel_1287,vehicle_6,trip_525,vendor_fuel_2,111.01,87.46,9708.85,2025-02-10T19:24:00
fuel_1288,vehicle_65,trip_527,vendor_fuel_44,75.96,87.04,6612.04,2025-02-09T20:32:00
fuel_1289,vehicle_65,trip_527,vendor_fuel_40,72.92,90.15,6573.73,2025-02-09T20:32:00
fuel_1290,vehicle_34,trip_528,vendor_fuel_49,72.05,93.39,6728.51,2025-02-10T01:48:00
fuel_1291,vehicle_34,trip_528,vendor_fuel_44,73.5,86.63,6367.63,2025-02-09T23:48:00
fuel_1292,vehicle_34,trip_528,vendor_fuel_38,74.04,94.44,6992.16,2025-02-10T17:48:00
fuel_1293,vehicle_34,trip_530,vendor_fuel_50,74.84,85.87,6426.41,2025-02-10T02:18:00
fuel_1294,vehicle_34,trip_530,vendor_fuel_41,74.73,88.02,6578.27,2025-02-10T14:18:00
fuel_1295,vehicle_9,trip_531,vendor_fuel_4,70.32,87.45,6149.37,2025-02-09T22:28:00
fuel_1296,vehicle_9,trip_531,vendor_fuel_48,71.17,91.94,6543.64,2025-02-09T20:28:00
fuel_1297,vehicle_9,trip_531,vendor_fuel_27,68.98,90.39,6235.08,2025-02-10T09:28:00
fuel_1298,vehicle_7,trip_532,vendor_fuel_29,60.49,87.0,5262.35,2025-02-09T22:54:00
fuel_1299,vehicle_7,trip_532,vendor_fuel_39,59.17,85.54,5061.72,2025-02-10T01:54:00
fuel_1300,vehicle_52,trip_533,vendor_fuel_2,88.13,85.3,7517.85,2025-02-09T20:38:00
fuel_1301,vehicle_52,trip_533,vendor_fuel_38,82.93,90.08,7470.19,2025-02-09T16:38:00
fuel_1302,vehicle_52,trip_533,vendor_fuel_42,89.84,86.84,7801.93,2025-02-09T20:38:00
fuel_1303,vehicle_52,trip_534,vendor_fuel_27,27.35,93.04,2544.56,2025-02-09T04:35:00
fuel_1304,vehicle_52,trip_534,vendor_fuel_18,27.45,93.82,2575.21,2025-02-09T05:35:00
fuel_1305,vehicle_11,trip_535,vendor_fuel_38,11.85,90.97,1078.16,2025-02-10T00:47:00
fuel_1306,vehicle_11,trip_535,vendor_fuel_15,12.74,86.56,1102.4,2025-02-10T01:47:00
fuel_1307,vehicle_11,trip_535,vendor_fuel_36,12.03,85.09,1024.0,2025-02-10T01:47:00
fuel_1308,vehicle_46,trip_536,vendor_fuel_2,43.88,87.78,3852.21,2025-02-10T02:48:00
fuel_1309,vehicle_46,trip_536,vendor_fuel_18,44.29,93.27,4130.75,2025-02-10T07:48:00
fuel_1310,vehicle_46,trip_536,vendor_fuel_46,42.89,86.19,3696.8,2025-02-10T08:48:00
fuel_1311,vehicle_68,trip_537,vendor_fuel_12,68.09,94.51,6435.4,2025-02-10T04:04:00
fuel_1312,vehicle_68,trip_537,vendor_fuel_27,66.6,86.85,5784.01,2025-02-10T04:04:00
fuel_1313,vehicle_45,trip_538,vendor_fuel_48,163.82,92.51,15156.25,2025-02-10T10:58:00
fuel_1314,vehicle_45,trip_538,vendor_fuel_33,174.78,89.0,15555.33,2025-02-10T09:58:00
fuel_1315,vehicle_42,trip_539,vendor_fuel_20,158.6,85.66,13586.89,2025-02-10T18:47:00
fuel_1316,vehicle_42,trip_539,vendor_fuel_30,169.42,91.58,15515.65,2025-02-11T22:47:00
fuel_1317,vehicle_16,trip_540,vendor_fuel_42,41.82,90.4,3780.49,2025-02-10T22:51:00
fuel_1318,vehicle_16,trip_540,vendor_fuel_11,42.82,88.84,3803.95,2025-02-10T19:51:00
fuel_1319,vehicle_55,trip_541,vendor_fuel_26,121.43,93.57,11362.35,2025-02-10T21:39:00
fuel_1320,vehicle_55,trip_541,vendor_fuel_31,115.24,85.04,9800.2,2025-02-11T01:39:00
fuel_1321,vehicle_20,trip_542,vendor_fuel_40,9.0,89.82,808.54,2025-02-10T11:15:00
fuel_1322,vehicle_20,trip_542,vendor_fuel_4,9.17,85.97,788.62,2025-02-10T11:15:00
fuel_1323,vehicle_19,trip_543,vendor_fuel_47,92.71,86.9,8056.29,2025-02-11T05:53:00
fuel_1324,vehicle_19,trip_543,vendor_fuel_20,95.97,93.52,8975.26,2025-02-11T08:53:00
fuel_1325,vehicle_41,trip_544,vendor_fuel_45,10.37,94.77,982.38,2025-02-11T00:53:00
fuel_1326,vehicle_41,trip_544,vendor_fuel_43,9.81,91.95,902.3,2025-02-10T23:53:00
fuel_1327,vehicle_41,trip_544,vendor_fuel_6,10.6,90.93,964.31,2025-02-11T00:53:00
fuel_1328,vehicle_13,trip_545,vendor_fuel_32,94.95,85.47,8115.65,2025-02-11T00:17:00
fuel_1329,vehicle_13,trip_545,vendor_fuel_38,86.58,87.85,7606.11,2025-02-10T16:17:00
fuel_1330,vehicle_27,trip_546,vendor_fuel_45,116.04,87.79,10186.59,2025-02-10T13:49:00
fuel_1331,vehicle_27,trip_546,vendor_fuel_1,115.76,90.34,10457.9,2025-02-10T17:49:00
fuel_1332,vehicle_27,trip_546,vendor_fuel_45,112.7,86.57,9757.12,2025-02-10T23:49:00
fuel_1333,vehicle_60,trip_547,vendor_fuel_11,47.89,85.43,4091.06,2025-02-10T01:32:00
fuel_1334,vehicle_60,trip_547,vendor_fuel_39,47.83,92.16,4407.78,2025-02-10T10:32:00
fuel_1335,vehicle_60,trip_547,vendor_fuel_45,43.78,93.39,4088.99,2025-02-10T05:32:00
fuel_1336,vehicle_44,trip_548,vendor_fuel_44,14.37,94.94,1364.49,2025-02-10T13:10:00
fuel_1337,vehicle_44,trip_548,vendor_fuel_21,15.81,86.47,1367.25,2025-02-10T11:10:00
fuel_1338,vehicle_44,trip_548,vendor_fuel_1,15.23,89.7,1366.07,2025-02-10T12:10:00
fuel_1339,vehicle_50,trip_549,vendor_fuel_16,175.18,89.07,15603.96,2025-02-11T05:21:00
fuel_1340,vehicle_50,trip_549,vendor_fuel_1,185.56,90.76,16841.9,2025-02-11T06:21:00
fuel_1341,vehicle_50,trip_549,vendor_fuel_48,176.99,85.14,15068.6,2025-02-11T07:21:00
fuel_1342,vehicle_50,trip_550,vendor_fuel_9,126.84,88.71,11252.2,2025-02-10T13:21:00
fuel_1343,vehicle_50,trip_550,vendor_fuel_42,123.18,91.41,11259.92,2025-02-10T12:21:00
fuel_1344,vehicle_50,trip_550,vendor_fuel_40,121.93,93.37,11384.87,2025-02-10T10:21:00
fuel_1345,vehicle_19,trip_551,vendor_fuel_8,26.06,88.67,2310.7,2025-02-11T03:38:00
fuel_1346,vehicle_19,trip_551,vendor_fuel_40,26.76,85.42,2285.62,2025-02-11T07:38:00
fuel_1347,vehicle_19,trip_551,vendor_fuel_30,24.39,93.63,2283.76,2025-02-11T06:38:00
fuel_1348,vehicle_43,trip_552,vendor_fuel_19,129.65,90.29,11707.01,2025-02-11T12:07:00
fuel_1349,vehicle_43,trip_552,vendor_fuel_26,131.35,88.98,11688.12,2025-02-11T08:07:00
fuel_1350,vehicle_43,trip_552,vendor_fuel_44,132.7,90.97,12071.61,2025-02-11T14:07:00
fuel_1351,vehicle_53,trip_553,vendor_fuel_9,75.36,89.06,6711.99,2025-02-11T11:19:00
fuel_1352,vehicle_53,trip_553,vendor_fuel_24,71.39,94.94,6777.99,2025-02-11T21:19:00
fuel_1353,vehicle_53,trip_553,vendor_fuel_13,71.48,85.71,6126.21,2025-02-11T05:19:00
fuel_1354,vehicle_57,trip_554,vendor_fuel_25,15.69,85.57,1342.61,2025-02-11T14:08:00
fuel_1355,vehicle_57,trip_554,vendor_fuel_7,15.95,88.65,1413.82,2025-02-11T14:08:00
fuel_1356,vehicle_57,trip_554,vendor_fuel_30,15.89,94.88,1507.49,2025-02-11T16:08:00
fuel_1357,vehicle_39,trip_555,vendor_fuel_30,111.87,91.71,10259.28,2025-02-11T19:27:00
fuel_1358,vehicle_39,trip_555,vendor_fuel_44,115.12,85.07,9792.79,2025-02-11T21:27:00
fuel_1359,vehicle_39,trip_555,vendor_fuel_16,109.41,86.86,9503.27,2025-02-12T06:27:00
fuel_1360,vehicle_63,trip_556,vendor_fuel_26,37.73,94.98,3583.86,2025-02-11T11:54:00
fuel_1361,vehicle_63,trip_556,vendor_fuel_36,37.92,86.86,3293.83,2025-02-11T09:54:00
fuel_1362,vehicle_69,trip_557,vendor_fuel_15,144.39,91.17,13163.37,2025-02-11T16:02:00
fuel_1363,vehicle_69,trip_557,vendor_fuel_14,151.19,87.93,13294.9,2025-02-12T00:02:00
fuel_1364,vehicle_42,trip_558,vendor_fuel_14,162.56,94.85,15418.29,2025-02-12T20:38:00
fuel_1365,vehicle_42,trip_558,vendor_fuel_28,152.54,92.73,14146.16,2025-02-12T19:38:00
fuel_1366,vehicle_42,trip_558,vendor_fuel_9,161.55,86.51,13974.99,2025-02-12T14:38:00
