product_id,abc_class,service_level,lead_time,total_revenue,total_quantity,avg_daily_demand,annual_demand,demand_std_dev,unit_cost,z_score,safety_stock,reorder_point,eoq,holding_cost_per_unit,simulated_current_stock,days_to_stockout,reorder_urgency,stockout_probability,risk_category
22245,A,0.99,7,2952.69,3407,4.8741,1779.05,16.7777,0.8667,2.33,103.43,137.55,1013.11,0.1733,34.17,7.01,0.7516,0.4996,Critical
22562,A,0.99,7,2951.4300000000003,2591,3.7067,1352.95,32.0738,1.1391,2.33,197.72,223.67,770.63,0.2278,35.05,9.45,0.8433,0.4573,Critical
22732,A,0.99,7,2950.01,2209,3.1602,1153.48,17.5203,1.3355,2.33,108.01,130.13,657.17,0.2671,98.68,31.22,0.2417,0.0493,Critical
22027,A,0.99,7,2947.96,6959,9.9557,3633.81,24.5834,0.4236,2.33,151.55,221.24,2070.99,0.0847,30.12,3.03,0.8638,0.7285,Critical
22626,A,0.99,7,2944.1,340,0.4864,177.54,1.9634,8.6591,2.33,12.1,15.51,101.25,1.7318,6.43,13.21,0.5856,0.2804,Critical
21784,A,0.99,7,2935.06,236,0.3376,123.23,1.1766,12.4367,2.33,7.25,9.62,70.39,2.4873,14.21,42.09,0.0,0.0001,Medium
22449,A,0.99,7,2934.69,873,1.2489,455.86,4.717,3.3616,2.33,29.08,37.82,260.39,0.6723,54.67,43.77,0.0,0.0001,Medium
79072,A,0.99,7,2933.95,269,0.3848,140.46,2.1066,10.9069,2.33,12.99,15.68,80.25,2.1814,23.57,61.25,0.0,0.0001,Low
22593,A,0.99,7,2933.09,3350,4.7926,1749.28,19.4247,0.8755,2.33,119.75,153.29,999.48,0.1751,107.7,22.47,0.2974,0.0745,Critical
21313,A,0.99,7,2923.2999999999997,3414,4.8841,1782.7,17.5522,0.8563,2.33,108.2,142.39,1020.28,0.1713,255.03,52.22,0.0,0.0,Low
21214,A,0.99,7,2919.37,2005,2.8684,1046.96,17.4295,1.456,2.33,107.45,127.52,599.6,0.2912,156.64,54.61,0.0,0.0015,Medium
84968E,A,0.99,7,2916.95,251,0.3591,131.07,3.4948,11.6213,2.33,21.54,24.06,75.09,2.3243,8.17,22.74,0.6605,0.2705,Critical
84950,A,0.99,7,2916.42,4252,6.083,2220.29,69.886,0.6859,2.33,430.82,473.4,1272.22,0.1372,176.61,29.03,0.6269,0.2343,Critical
21471,A,0.99,7,2905.04,775,1.1087,404.69,4.225,3.7484,2.33,26.05,33.81,232.34,0.7497,47.9,43.2,0.0,0.0002,Medium
21967,A,0.99,7,2896.7499999999995,10627,15.2031,5549.15,198.4676,0.2726,2.33,1223.47,1329.9,3190.42,0.0545,569.98,37.49,0.5714,0.1887,Critical
85184D,A,0.99,7,2881.8599999999997,4371,6.2532,2282.42,258.0791,0.6593,2.33,1590.95,1634.73,1315.64,0.1319,1739.11,278.12,0.0,0.0065,Medium
22177,A,0.99,7,2874.46,300,0.4292,156.65,4.3201,9.5815,2.33,26.63,29.64,90.41,1.9163,58.81,137.03,0.0,0.0,Low
22751,A,0.99,7,2873.73,758,1.0844,395.81,4.7626,3.7912,2.33,29.36,36.95,228.48,0.7582,3.98,3.67,0.8924,0.6129,Critical
22689,A,0.99,7,2868.87,371,0.5308,193.73,3.9234,7.7328,2.33,24.19,27.9,111.92,1.5466,3.67,6.91,0.8685,0.5018,Critical
72807B,A,0.99,7,2861.82,670,0.9585,349.86,5.3814,4.2714,2.33,33.17,39.88,202.37,0.8543,79.24,82.67,0.0,0.0,Low
84279P,A,0.99,7,2856.28,748,1.0701,390.59,8.1078,3.8186,2.33,49.98,57.47,226.15,0.7637,69.59,65.03,0.0,0.0019,Medium
21913,A,0.99,7,2853.62,756,1.0815,394.76,7.8669,3.7746,2.33,48.5,56.07,228.67,0.7549,19.13,17.68,0.6589,0.2894,Critical
22431,A,0.99,7,2840.97,1335,1.9099,697.1,5.2822,2.1281,2.33,32.56,45.93,404.71,0.4256,82.9,43.41,0.0,0.0,Low
21534,A,0.99,7,2835.28,556,0.7954,290.33,2.539,5.0994,2.33,15.65,21.22,168.72,1.0199,37.62,47.29,0.0,0.0,Low
85114B,A,0.99,7,2828.9,1589,2.2732,829.74,13.2636,1.7803,2.33,81.76,97.68,482.73,0.3561,109.28,48.07,0.0,0.0039,Medium
22530,A,0.99,7,2816.62,6618,9.4678,3455.75,55.0735,0.4256,2.33,339.51,405.78,2014.91,0.0851,519.97,54.92,0.0,0.0009,Medium
84849B,A,0.99,7,2810.88,1694,2.4235,884.56,10.1051,1.6593,2.33,62.29,79.26,516.28,0.3319,49.07,20.25,0.3809,0.1149,Critical
20977,A,0.99,7,2808.85,2107,3.0143,1100.22,7.2204,1.3331,2.33,44.51,65.61,642.38,0.2666,12.86,4.27,0.804,0.6669,Critical
84909A,A,0.99,7,2797.55,209,0.299,109.13,3.8059,13.3854,2.33,23.46,25.55,63.85,2.6771,31.42,105.1,0.0,0.0018,Medium
21648,A,0.99,7,2788.27,2003,2.8655,1045.92,11.3725,1.392,2.33,70.11,90.17,612.92,0.2784,59.51,20.77,0.34,0.0949,Critical
21495,A,0.99,7,2784.3,6715,9.6066,3506.4,24.1093,0.4146,2.33,148.62,215.87,2056.27,0.0829,293.77,30.58,0.0,0.0002,Medium
21796,A,0.99,7,2782.19,324,0.4635,169.18,8.6728,8.587,2.33,53.46,56.71,99.25,1.7174,95.77,206.62,0.0,0.0,Low
22600,A,0.99,7,2774.27,3260,4.6638,1702.29,18.2161,0.851,2.33,112.29,144.94,1000.08,0.1702,19.5,4.18,0.8655,0.6075,Critical
21470,A,0.99,7,2773.35,733,1.0486,382.75,4.0668,3.7836,2.33,25.07,32.41,224.9,0.7567,39.93,38.07,0.0,0.0012,Medium
21901,A,0.99,7,2770.47,4302,6.1545,2246.39,28.4118,0.644,2.33,175.15,218.23,1320.65,0.1288,117.72,19.13,0.4606,0.1604,Critical
22285,A,0.99,7,2761.48,1837,2.628,959.23,19.5251,1.5033,2.33,120.36,138.76,564.85,0.3007,244.27,92.95,0.0,0.0,Low
46000S,A,0.99,7,2760.7999999999997,1904,2.7239,994.22,8.0159,1.45,2.33,49.41,68.48,585.52,0.29,39.85,14.63,0.418,0.1635,Critical
85049G,A,0.99,7,2760.71,2251,3.2203,1175.41,11.8034,1.2264,2.33,72.76,95.31,692.24,0.2453,120.13,37.3,0.0,0.0009,Medium
22141,A,0.99,7,2755.2200000000003,986,1.4106,514.86,12.2812,2.7943,2.33,75.71,85.58,303.52,0.5589,98.57,69.88,0.0,0.0032,Medium
22491,A,0.99,7,2749.11,3426,4.9013,1788.97,23.2371,0.8024,2.33,143.25,177.56,1055.81,0.1605,151.41,30.89,0.1473,0.0284,High
21728,A,0.99,7,2747.61,296,0.4235,154.56,7.7783,9.2825,2.33,47.95,50.91,91.24,1.8565,70.64,166.82,0.0,0.0005,Medium
22374,A,0.99,7,2746.6,491,0.7024,256.39,1.9719,5.5939,2.33,12.16,17.07,151.38,1.1188,25.25,35.95,0.0,0.0,Medium
21916,A,0.99,7,2745.26,6324,9.0472,3302.23,36.0232,0.4341,2.33,222.07,285.4,1950.26,0.0868,335.97,37.13,0.0,0.0021,Medium
22175,A,0.99,7,2743.1400000000003,961,1.3748,501.81,7.1237,2.8545,2.33,43.91,53.54,296.48,0.5709,82.5,60.01,0.0,0.0001,Low
22145,A,0.99,7,2740.06,1300,1.8598,678.83,8.2308,2.1077,2.33,50.74,63.76,401.29,0.4215,125.51,67.48,0.0,0.0,Low
22128,A,0.99,7,2737.06,2245,3.2117,1172.28,15.7194,1.2192,2.33,96.9,119.39,693.37,0.2438,107.04,33.33,0.1034,0.021,High
20702,A,0.99,7,2731.66,650,0.9299,339.41,2.9474,4.2026,2.33,18.17,24.68,200.95,0.8405,26.6,28.6,0.0,0.005,Medium
35001W,A,0.99,7,2731.37,857,1.226,447.5,7.3067,3.1871,2.33,45.04,53.62,264.96,0.6374,6.63,5.41,0.8763,0.5402,Critical
20665,A,0.99,7,2730.8,873,1.2489,455.86,3.6291,3.1281,2.33,22.37,31.11,269.94,0.6256,50.17,40.17,0.0,0.0,Low
84795C,A,0.99,7,2728.7400000000002,322,0.4607,168.14,2.0375,8.4743,2.33,12.56,15.78,99.6,1.6949,17.18,37.3,0.0,0.0048,Medium
84558A,A,0.99,7,2726.2700000000004,953,1.3634,497.63,11.9544,2.8607,2.33,73.69,83.24,294.92,0.5721,72.84,53.43,0.1249,0.0227,Critical
15044D,A,0.99,7,2725.15,946,1.3534,493.98,6.6025,2.8807,2.33,40.7,50.18,292.81,0.5761,13.99,10.33,0.7213,0.3981,Critical
21564,A,0.99,7,2722.4,917,1.3119,478.83,4.7728,2.9688,2.33,29.42,38.61,283.98,0.5938,69.12,52.69,0.0,0.0,Low
22406,A,0.99,7,2717.7400000000002,2112,3.0215,1102.83,32.5278,1.2868,2.33,200.52,221.67,654.61,0.2574,188.53,62.4,0.1495,0.0259,Critical
22435,A,0.99,7,2711.24,2118,3.03,1105.97,8.7709,1.2801,2.33,54.07,75.28,657.26,0.256,105.16,34.71,0.0,0.0001,Medium
84031A,A,0.99,7,2708.16,714,1.0215,372.83,4.895,3.7929,2.33,30.18,37.33,221.69,0.7586,14.33,14.03,0.6162,0.2898,Critical
22227,A,0.99,7,2698.89,3764,5.3848,1965.46,12.9155,0.717,2.33,79.62,117.31,1170.71,0.1434,226.06,41.98,0.0,0.0,Low
22594,A,0.99,7,2691.65,3002,4.2947,1567.57,15.28,0.8966,2.33,94.19,124.26,934.96,0.1793,54.55,12.7,0.561,0.2723,Critical
21896,A,0.99,7,2683.92,1406,2.0114,734.18,13.2084,1.9089,2.33,81.42,95.5,438.52,0.3818,45.76,22.75,0.5209,0.1823,Critical
21846,A,0.99,7,2677.98,1186,1.6967,619.3,10.1525,2.258,2.33,62.59,74.46,370.32,0.4516,128.98,76.02,0.0,0.0,Low
22136,A,0.99,7,2658.29,1615,2.3104,843.31,10.4764,1.646,2.33,64.58,80.76,506.13,0.3292,148.1,64.1,0.0,0.0,Low
22862,A,0.99,7,2656.56,606,0.867,316.44,3.8609,4.3838,2.33,23.8,29.87,189.98,0.8768,15.03,17.33,0.4969,0.1903,Critical
85232D,A,0.99,7,2654.85,507,0.7253,264.74,3.5453,5.2364,2.33,21.86,26.93,158.99,1.0473,26.73,36.86,0.0074,0.0105,High
84580,A,0.99,7,2651.02,689,0.9857,359.78,2.4483,3.8476,2.33,15.09,21.99,216.22,0.7695,32.85,33.33,0.0,0.0,Medium
21923,A,0.99,7,2646.7400000000002,335,0.4793,174.93,1.9486,7.9007,2.33,12.01,15.37,105.22,1.5801,27.18,56.72,0.0,0.0,Low
21068,A,0.99,7,2642.41,2711,3.8784,1415.62,32.6331,0.9747,2.33,201.17,228.32,852.16,0.1949,187.27,48.28,0.1798,0.0318,Critical
21056,A,0.99,7,2636.2799999999997,294,0.4206,153.52,1.9901,8.9669,2.33,12.27,15.21,92.52,1.7934,16.46,39.15,0.0,0.0051,Medium
21249,A,0.99,7,2634.9900000000002,939,1.3433,490.32,6.7293,2.8062,2.33,41.48,50.89,295.58,0.5612,76.8,57.17,0.0,0.0001,Low
22107,A,0.99,7,2629.99,610,0.8727,318.53,4.2189,4.3115,2.33,26.01,32.12,192.2,0.8623,47.83,54.8,0.0,0.0001,Medium
21899,A,0.99,7,2624.51,4080,5.8369,2130.47,27.7668,0.6433,2.33,171.17,212.03,1286.85,0.1287,336.62,57.67,0.0,0.0,Low
22075,A,0.99,7,2616.3,1582,2.2632,826.08,11.2364,1.6538,2.33,69.27,85.11,499.75,0.3308,100.68,44.48,0.0,0.0022,Medium
22578,A,0.99,7,2612.0,2914,4.1688,1521.62,15.1049,0.8964,2.33,93.12,122.3,921.29,0.1793,36.54,8.76,0.7012,0.427,Critical
18098C,A,0.99,7,2610.8100000000004,1015,1.4521,530.01,6.0121,2.5722,2.33,37.06,47.23,320.98,0.5144,85.84,59.11,0.0,0.0,Low
84796B,A,0.99,7,2606.2000000000003,344,0.4921,179.63,3.8123,7.5762,2.33,23.5,26.95,108.88,1.5152,47.01,95.52,0.0,0.0,Low
72349B,A,0.99,7,2605.3100000000004,1280,1.8312,668.38,7.4519,2.0354,2.33,45.94,58.76,405.2,0.4071,94.97,51.86,0.0,0.0,Low
21864,A,0.99,7,2597.89,1112,1.5908,580.66,8.1456,2.3362,2.33,50.21,61.35,352.52,0.4672,17.78,11.17,0.7103,0.379,Critical
37502,A,0.99,7,2596.84,867,1.2403,452.73,5.4975,2.9952,2.33,33.89,42.57,274.91,0.599,20.79,16.76,0.5116,0.2026,Critical
85049B,A,0.99,7,2593.3,2078,2.9728,1085.08,8.7498,1.248,2.33,53.94,74.75,659.34,0.2496,113.08,38.04,0.0,0.0,Low
72807A,A,0.99,7,2592.8,570,0.8155,297.64,4.2256,4.5488,2.33,26.05,31.76,180.88,0.9098,4.57,5.61,0.856,0.5405,Critical
20886,A,0.99,7,2591.5699999999997,1302,1.8627,679.87,6.844,1.9905,2.33,42.19,55.23,413.26,0.3981,108.28,58.13,0.0,0.0,Low
22194,A,0.99,7,2586.41,307,0.4392,160.31,1.9573,8.4248,2.33,12.07,15.14,97.54,1.685,12.36,28.15,0.1834,0.0364,High
21876,A,0.99,7,2581.23,1886,2.6981,984.82,7.656,1.3686,2.33,47.2,66.08,599.82,0.2737,96.92,35.92,0.0,0.0001,Medium
22589,A,0.99,7,2576.6,988,1.4134,515.91,5.8645,2.6079,2.33,36.15,46.05,314.5,0.5216,82.26,58.2,0.0,0.0,Low
22693,A,0.99,7,2571.63,1655,2.3677,864.2,15.0703,1.5539,2.33,92.9,109.48,527.34,0.3108,93.03,39.29,0.1502,0.0276,High
47503J,A,0.99,7,2568.33,325,0.4649,169.71,2.5458,7.9026,2.33,15.69,18.95,103.62,1.5805,13.38,28.79,0.2936,0.0663,Critical
22476,A,0.99,7,2567.21,474,0.6781,247.51,3.8501,5.4161,2.33,23.73,28.48,151.16,1.0832,35.79,52.78,0.0,0.0012,Medium
82597,A,0.99,7,2563.77,1207,1.7268,630.26,5.6097,2.1241,2.33,34.58,46.67,385.18,0.4248,56.18,32.54,0.0,0.0015,Medium
22961,A,0.99,7,2561.6099999999997,1660,2.3748,866.81,27.4075,1.5431,2.33,168.96,185.58,529.96,0.3086,162.82,68.56,0.1226,0.0219,Critical
22312,A,0.99,7,2561.26,666,0.9528,347.77,5.5846,3.8457,2.33,34.43,41.1,212.64,0.7691,51.1,53.63,0.0,0.0013,Medium
21506,A,0.99,7,2555.97,6224,8.9041,3250.01,28.9376,0.4107,2.33,178.39,240.72,1989.23,0.0821,451.88,50.75,0.0,0.0,Low
21360,A,0.99,7,2554.24,402,0.5751,209.91,7.1164,6.3538,2.33,43.87,47.9,128.53,1.2708,47.35,82.32,0.0115,0.0107,High
22146,A,0.99,7,2553.48,1366,1.9542,713.29,19.8419,1.8693,2.33,122.32,136.0,436.79,0.3739,64.44,32.97,0.5262,0.1668,Critical
21589,A,0.99,7,2552.8500000000004,1107,1.5837,578.05,9.9874,2.3061,2.33,61.57,72.65,354.02,0.4612,59.34,37.47,0.1833,0.0339,Critical
21653,A,0.99,7,2550.9700000000003,1239,1.7725,646.97,9.6635,2.0589,2.33,59.57,71.98,396.38,0.4118,61.1,34.47,0.1512,0.0284,High
22433,A,0.99,7,2550.91,1397,1.9986,729.48,10.0734,1.826,2.33,62.1,76.09,446.93,0.3652,26.56,13.29,0.6509,0.3186,Critical
22610,A,0.99,7,2544.44,3113,4.4535,1625.53,46.1061,0.8174,2.33,284.23,315.4,997.19,0.1635,129.14,29.0,0.5905,0.211,Critical
71038,B,0.95,10,2538.85,477,0.6824,249.08,2.4593,5.3225,1.65,12.83,19.66,152.97,1.0645,27.53,40.34,0.0,0.0039,Medium
20787,B,0.95,10,2535.1,69,0.0987,36.03,0.9211,36.7406,1.65,4.81,5.79,22.14,7.3481,4.32,43.72,0.255,0.1266,Critical
35924,B,0.95,10,2532.55,1322,1.8913,690.31,10.7212,1.9157,1.65,55.94,74.85,424.47,0.3831,143.29,75.77,0.0,0.0001,Low
22731,B,0.95,10,2529.42,1862,2.6638,972.29,13.4345,1.3584,1.65,70.1,96.74,598.22,0.2717,54.45,20.44,0.4372,0.2564,Critical
84509A,B,0.95,10,2526.11,634,0.907,331.06,2.8769,3.9844,1.65,15.01,24.08,203.82,0.7969,6.93,7.65,0.712,0.5928,Critical
21987,B,0.95,10,2522.86,4033,5.7697,2105.93,36.9494,0.6256,1.65,192.79,250.49,1297.4,0.1251,383.66,66.5,0.0,0.0026,Low
22960,B,0.95,10,2518.93,585,0.8369,305.47,9.7859,4.3059,1.65,51.06,59.43,188.34,0.8612,105.43,125.97,0.0,0.0009,Low
22938,B,0.95,10,2517.6699999999996,1379,1.9728,720.08,10.8475,1.8257,1.65,56.6,76.33,444.08,0.3651,47.97,24.31,0.3716,0.2052,Critical
21473,B,0.95,10,2513.7,126,0.1803,65.79,0.82,19.95,1.65,4.28,6.08,40.61,3.99,2.94,16.33,0.516,0.33,Critical
22601,B,0.95,10,2510.0099999999998,2943,4.2103,1536.76,18.4614,0.8529,1.65,96.33,138.43,949.17,0.1706,62.7,14.89,0.547,0.3621,Critical
21431,B,0.95,10,2508.06,1481,2.1187,773.34,9.0007,1.6935,1.65,46.96,68.15,477.84,0.3387,74.41,35.12,0.0,0.0308,Medium
22574,B,0.95,10,2507.18,2761,3.9499,1441.72,18.0228,0.9081,1.65,94.04,133.54,890.98,0.1816,132.2,33.47,0.01,0.0519,High
79164,B,0.95,10,2506.34,1990,2.8469,1039.13,33.9849,1.2595,1.65,177.33,205.79,642.28,0.2519,122.02,42.86,0.4071,0.192,Critical
82581,B,0.95,10,2504.46,4530,6.4807,2365.45,20.5101,0.5529,1.65,107.02,171.82,1462.63,0.1106,31.93,4.93,0.8142,0.6939,Critical
20960,B,0.95,10,2498.43,1879,2.6881,981.17,9.8053,1.3297,1.65,51.16,78.04,607.42,0.2659,79.2,29.46,0.0,0.0458,Medium
22747,B,0.95,10,2494.57,1121,1.6037,585.36,12.5595,2.2253,1.65,65.53,81.57,362.66,0.4451,156.84,97.8,0.0,0.0002,Low
21323,B,0.95,10,2494.14,737,1.0544,384.84,14.4608,3.3842,1.65,75.45,86.0,238.45,0.6768,115.22,109.28,0.0,0.011,Medium
21627,B,0.95,10,2492.25,131,0.1874,68.4,1.2291,19.0248,1.65,6.41,8.29,42.4,3.805,8.63,46.05,0.0,0.0411,Medium
21245,B,0.95,10,2491.2999999999997,1498,2.1431,782.22,8.6176,1.6631,1.65,44.96,66.4,484.94,0.3326,20.6,9.61,0.6897,0.5121,Critical
22148,B,0.95,10,2490.69,1267,1.8126,661.6,12.6494,1.9658,1.65,66.0,84.13,410.21,0.3932,48.76,26.9,0.4204,0.2219,Critical
22661,B,0.95,10,2485.85,3090,4.4206,1613.52,18.6596,0.8045,1.65,97.36,141.57,1001.41,0.1609,93.44,21.14,0.3399,0.202,Critical
51014A,B,0.95,10,2480.5899999999997,2735,3.9127,1428.15,22.6937,0.907,1.65,118.41,157.54,887.3,0.1814,244.68,62.53,0.0,0.0021,Low
21324,B,0.95,10,2475.4500000000003,888,1.2704,463.69,12.2195,2.7877,1.65,63.76,76.46,288.39,0.5575,135.01,106.28,0.0,0.0008,Low
22291,B,0.95,10,2472.1099999999997,1880,2.6896,981.69,17.4251,1.315,1.65,90.92,117.82,610.97,0.263,213.61,79.42,0.0,0.0004,Low
85041,B,0.95,10,2466.77,1839,2.6309,960.28,32.6157,1.3414,1.65,170.18,196.49,598.29,0.2683,387.22,147.18,0.0,0.0002,Low
16161P,B,0.95,10,2465.48,6022,8.6152,3144.54,26.536,0.4094,1.65,138.46,224.61,1959.67,0.0819,441.7,51.27,0.0,0.0,Low
37501,B,0.95,10,2460.63,341,0.4878,178.06,1.8429,7.2159,1.65,9.62,14.49,111.08,1.4432,27.69,56.77,0.0,0.0,Low
18097C,B,0.95,10,2458.82,1116,1.5966,582.75,9.4238,2.2032,1.65,49.17,65.14,363.66,0.4406,15.4,9.65,0.7635,0.5075,Critical
84509F,B,0.95,10,2456.1,2781,3.9785,1452.17,100.7591,0.8832,1.65,525.74,565.52,906.72,0.1766,204.61,51.43,0.6382,0.3025,Critical
21203,B,0.95,10,2455.75,1490,2.1316,778.04,13.1757,1.6482,1.65,68.75,90.06,485.83,0.3296,61.11,28.67,0.3215,0.1698,Critical
22895,B,0.95,10,2452.92,828,1.1845,432.36,6.5045,2.9625,1.65,33.94,45.78,270.14,0.5925,52.68,44.47,0.0,0.0236,Medium
84912A,B,0.95,10,2447.07,941,1.3462,491.37,22.7193,2.6005,1.65,118.54,132.01,307.37,0.5201,37.52,27.87,0.7157,0.3688,Critical
22415,B,0.95,10,2440.65,307,0.4392,160.31,1.4173,7.95,1.65,7.4,11.79,100.41,1.59,20.12,45.81,0.0,0.0002,Low
21330,B,0.95,10,2439.22,1443,2.0644,753.5,16.5782,1.6904,1.65,86.5,107.14,472.1,0.3381,136.27,66.01,0.0,0.0137,Medium
85206A,B,0.95,10,2437.08,1367,1.9557,713.81,8.6427,1.7828,1.65,45.1,64.65,447.43,0.3566,73.09,37.37,0.0,0.0251,Medium
85206B,B,0.95,10,2431.1,1510,2.1602,788.48,12.4073,1.61,1.65,64.74,86.34,494.84,0.322,35.75,16.55,0.5859,0.3592,Critical
22687,B,0.95,10,2430.45,305,0.4363,159.26,2.2475,7.9687,1.65,11.73,16.09,99.97,1.5937,9.35,21.43,0.4188,0.2414,Critical
22767,B,0.95,10,2424.56,241,0.3448,125.84,1.7254,10.0604,1.65,9.0,12.45,79.08,2.0121,5.04,14.61,0.5954,0.3854,Critical
10135,B,0.95,10,2422.71,2032,2.907,1061.06,27.3455,1.1923,1.65,142.68,171.75,667.06,0.2385,295.19,101.54,0.0,0.001,Low
22284,B,0.95,10,2422.38,1538,2.2003,803.1,12.6899,1.575,1.65,66.21,88.22,504.93,0.315,106.74,48.51,0.0,0.0174,Medium
22733,B,0.95,10,2419.69,1920,2.7468,1002.58,13.6479,1.2603,1.65,71.21,98.68,630.69,0.2521,147.7,53.77,0.0,0.0027,Medium
22067,B,0.95,10,2413.82,1465,2.0959,764.99,10.2829,1.6477,1.65,53.65,74.61,481.81,0.3295,49.43,23.58,0.3375,0.1906,Critical
22445,B,0.95,10,2409.6600000000003,778,1.113,406.25,3.6352,3.0972,1.65,18.97,30.1,256.09,0.6194,24.24,21.78,0.1946,0.1271,High
21274,B,0.95,10,2407.94,174,0.2489,90.86,0.857,13.8387,1.65,4.47,6.96,57.3,2.7677,6.05,24.31,0.1308,0.0944,High
21679,B,0.95,10,2407.49,2891,4.1359,1509.61,25.9808,0.8328,1.65,135.56,176.92,952.05,0.1666,273.17,66.05,0.0,0.0024,Low
21924,B,0.95,10,2407.16,305,0.4363,159.26,1.8309,7.8923,1.65,9.55,13.92,100.45,1.5785,21.81,49.99,0.0,0.0013,Low
21328,B,0.95,10,2405.9,1186,1.6967,619.3,4.5822,2.0286,1.65,23.91,40.88,390.7,0.4057,20.15,11.88,0.5071,0.4131,Critical
72802A,B,0.95,10,2405.77,577,0.8255,301.29,3.3051,4.1694,1.65,17.25,25.5,190.08,0.8339,48.17,58.35,0.0,0.0001,Low
22736,B,0.95,10,2403.88,1386,1.9828,723.73,8.8389,1.7344,1.65,46.12,65.95,456.77,0.3469,21.71,10.95,0.6708,0.4731,Critical
22459,B,0.95,10,2401.99,1000,1.4306,522.17,9.2018,2.402,1.65,48.01,62.32,329.69,0.4804,112.34,78.52,0.0,0.0004,Low
21466,B,0.95,10,2400.4,633,0.9056,330.54,3.1749,3.7921,1.65,16.57,25.62,208.76,0.7584,7.45,8.23,0.7092,0.5636,Critical
22603,B,0.95,10,2398.48,2836,4.0572,1480.89,22.5717,0.8457,1.65,117.77,158.35,935.69,0.1691,95.42,23.52,0.3974,0.2211,Critical
16161U,B,0.95,10,2397.42,5951,8.5136,3107.46,31.7231,0.4029,1.65,165.52,250.66,1963.86,0.0806,428.2,50.3,0.0,0.0003,Low
20982,B,0.95,10,2396.2799999999997,2739,3.9185,1430.24,10.1654,0.8749,1.65,53.04,92.23,904.1,0.175,40.67,10.38,0.559,0.4815,Critical
22458,B,0.95,10,2394.02,1007,1.4406,525.83,9.5942,2.3774,1.65,50.06,64.47,332.55,0.4755,57.1,39.64,0.1142,0.0797,High
22725,B,0.95,10,2391.6,587,0.8398,306.52,5.3042,4.0743,1.65,27.68,36.07,193.95,0.8149,34.44,41.01,0.0453,0.0603,High
21447,B,0.95,10,2390.79,1827,2.6137,954.01,17.4094,1.3086,1.65,90.84,116.98,603.75,0.2617,66.21,25.33,0.434,0.2334,Critical
22184,B,0.95,10,2390.55,328,0.4692,171.27,2.2943,7.2883,1.65,11.97,16.66,108.4,1.4577,24.15,51.47,0.0,0.0037,Medium
22334,B,0.95,10,2386.7,1520,2.1745,793.71,17.1943,1.5702,1.65,89.72,111.46,502.73,0.314,191.44,88.04,0.0,0.0009,Low
15039,B,0.95,10,2380.54,3026,4.329,1580.1,23.2907,0.7867,1.65,121.53,164.82,1002.13,0.1573,290.35,67.07,0.0,0.0004,Low
72802B,B,0.95,10,2380.21,557,0.7969,290.85,3.2391,4.2733,1.65,16.9,24.87,184.48,0.8547,18.52,23.24,0.2553,0.1515,High
84840,B,0.95,10,2379.82,276,0.3948,144.12,1.2941,8.6225,1.65,6.75,10.7,91.42,1.7245,11.86,30.05,0.0,0.0266,Medium
47570,B,0.95,10,2373.01,220,0.3147,114.88,2.3561,10.7864,1.65,12.29,15.44,72.97,2.1573,8.83,28.06,0.428,0.2227,Critical
21469,B,0.95,10,2366.69,835,1.1946,436.02,7.6533,2.8344,1.65,39.93,51.88,277.34,0.5669,29.32,24.54,0.4349,0.2364,Critical
70006,B,0.95,10,2363.2000000000003,1772,2.5351,925.29,17.8685,1.3336,1.65,93.23,118.58,588.99,0.2667,48.19,19.01,0.5936,0.343,Critical
21272,B,0.95,10,2362.33,1817,2.5994,948.79,9.613,1.3001,1.65,50.16,76.15,604.06,0.26,143.63,55.25,0.0,0.0001,Low
21866,B,0.95,10,2357.5099999999998,1437,2.0558,750.36,6.6028,1.6406,1.65,34.45,55.01,478.21,0.3281,98.31,47.82,0.0,0.0001,Low
22596,B,0.95,10,2357.38,2851,4.0787,1488.72,19.0949,0.8269,1.65,99.63,140.42,948.8,0.1654,221.44,54.29,0.0,0.0014,Low
22796,B,0.95,10,2356.39,233,0.3333,121.67,2.0005,10.1133,1.65,10.44,13.77,77.56,2.0227,14.92,44.77,0.0,0.0335,Medium
20674,B,0.95,10,2356.26,1865,2.6681,973.86,8.122,1.2634,1.65,42.38,69.06,620.81,0.2527,71.28,26.72,0.0,0.0412,Medium
22309,B,0.95,10,2352.33,946,1.3534,493.98,7.6783,2.4866,1.65,40.06,53.6,315.16,0.4973,59.31,43.82,0.0,0.0297,Medium
22320,B,0.95,10,2332.3,398,0.5694,207.83,3.0246,5.8601,1.65,15.78,21.48,133.16,1.172,24.04,42.22,0.0,0.0275,Medium
21437,B,0.95,10,2332.17,672,0.9614,350.9,9.1722,3.4705,1.65,47.86,57.47,224.84,0.6941,53.2,55.34,0.0743,0.0665,High
21246,B,0.95,10,2329.05,459,0.6567,239.68,2.454,5.0742,1.65,12.8,19.37,153.68,1.0148,6.79,10.33,0.6497,0.4887,Critical
20981,B,0.95,10,2326.77,2739,3.9185,1430.24,14.8295,0.8495,1.65,77.38,116.56,917.5,0.1699,39.49,10.08,0.6612,0.4974,Critical
22791,B,0.95,10,2321.58,1878,2.6867,980.64,14.5251,1.2362,1.65,75.79,102.66,629.79,0.2472,196.0,72.95,0.0,0.0001,Low
