product_id,abc_class,risk_category,simulated_current_stock,safety_stock,reorder_point,avg_daily_demand,demand_std_dev,lead_time,stockout_probability,days_to_stockout
84867A,C,Critical,1.51,2.25,2.57,0.0229,0.4692,14,0.2499,65.76
47594a,C,Critical,0.12,0.18,0.2,0.0014,0.0378,14,0.2496,80.85
84964B,B,Critical,1.54,3.16,3.41,0.0243,0.6063,10,0.2493,63.34
35633B,C,Critical,7.91,10.0,12.61,0.186,2.0882,14,0.2485,42.54
22176,B,Critical,20.74,26.74,36.46,0.9728,5.124,10,0.2484,21.32
44234,C,Critical,33.51,43.17,53.73,0.7539,9.0138,14,0.2481,44.45
35957,B,Critical,89.45,109.92,154.03,4.4106,21.0665,10,0.248,20.28
10123G,C,Critical,207.34,346.56,369.54,1.6409,72.3617,14,0.248,126.36
90039D,C,Critical,1.23,1.45,1.91,0.0329,0.3034,14,0.2479,37.5
22517,B,Critical,27.1,44.49,53.2,0.8712,8.5259,10,0.2476,31.11
90040A,C,High,1.46,1.38,2.1,0.0515,0.2886,14,0.2476,28.3
22409,B,Critical,83.84,151.89,172.93,2.1044,29.1099,10,0.2476,39.84
16052,C,Critical,15.57,16.17,23.12,0.4964,3.3759,14,0.2475,31.36
84826,C,Critical,30.64,35.96,47.41,0.8183,7.5074,14,0.2474,37.44
15056bl,C,Critical,1.81,1.93,2.71,0.0558,0.402,14,0.2472,32.42
84666,B,Critical,8.05,12.43,15.32,0.289,2.3824,10,0.2467,27.86
21162,B,Critical,37.99,61.91,74.18,1.2275,11.8646,10,0.2465,30.95
84875A,C,Critical,0.81,0.92,1.24,0.0229,0.1916,14,0.2465,35.47
37379B,C,Critical,130.19,201.08,223.55,1.6052,41.9846,14,0.2464,81.11
35824P,C,Critical,34.67,52.39,58.88,0.4635,10.9383,14,0.2455,74.81
85035c,C,Critical,0.18,0.26,0.3,0.0029,0.0535,14,0.2454,62.16
85166A,C,Critical,5.78,7.9,9.42,0.1087,1.6489,14,0.2448,53.21
84510C,C,High,6.19,6.13,8.99,0.2046,1.279,14,0.2438,30.24
82613b,C,Critical,0.62,0.77,0.97,0.0143,0.1599,14,0.2432,43.11
72800B,B,Critical,43.08,73.1,85.33,1.2232,14.0101,10,0.2431,35.22
84388,C,Critical,2.59,3.1,4.0,0.0644,0.6469,14,0.2427,40.23
84691,B,Critical,72.44,89.22,123.89,3.4664,17.0997,10,0.2424,20.9
84705D,C,Critical,1.2,1.4,1.84,0.0315,0.2915,14,0.242,38.25
84816,C,Critical,1.06,1.31,1.66,0.0243,0.2745,14,0.2414,43.63
77079,C,Critical,3.71,4.47,5.73,0.0901,0.9328,14,0.2414,41.18
22687,B,Critical,9.35,11.73,16.09,0.4363,2.2475,10,0.2414,21.43
84687,C,Critical,14.32,17.71,22.31,0.329,3.697,14,0.2413,43.52
72817,C,Critical,17.24,17.61,25.19,0.5408,3.6779,14,0.2412,31.88
90057,B,Critical,41.39,70.21,81.6,1.1388,13.4567,10,0.2404,36.35
84773,C,High,7.39,6.58,10.35,0.269,1.3749,14,0.2404,27.48
21624,A,Critical,61.78,153.05,168.51,2.2089,24.8265,7,0.2403,27.97
21261,C,High,4.5,4.35,6.45,0.1502,0.9078,14,0.24,29.97
22347,A,Critical,88.95,203.32,230.52,3.8856,32.9813,7,0.2396,22.89
22545,B,Critical,70.63,88.18,120.94,3.2761,16.8994,10,0.2393,21.56
35071,C,Critical,3.9,5.22,6.22,0.0715,1.0894,14,0.2384,54.54
22363,B,Critical,8.27,9.89,13.89,0.4006,1.8947,10,0.2383,20.65
84800L,C,Critical,18.19,22.25,28.06,0.4149,4.6452,14,0.2382,43.84
72741,A,Critical,247.2,345.51,486.89,20.1974,56.0477,7,0.2377,12.24
21619,C,High,6.12,5.3,8.47,0.226,1.1076,14,0.2376,27.09
84993a,C,Critical,1.09,1.26,1.64,0.0272,0.2636,14,0.2372,39.96
84711A,C,Critical,1.13,1.34,1.72,0.0272,0.2794,14,0.2372,41.51
22252,C,High,13.01,11.89,18.26,0.4549,2.4824,14,0.2372,28.6
22944,B,Critical,69.29,118.8,136.49,1.7697,22.768,10,0.2368,39.15
21469,B,Critical,29.32,39.93,51.88,1.1946,7.6533,10,0.2364,24.54
48194,A,Critical,92.31,156.65,200.68,6.2904,25.4106,7,0.2363,14.67
84830,B,Critical,10.2,19.79,21.36,0.1574,3.7927,10,0.2361,64.8
22110,A,Critical,35.62,64.72,80.26,2.2203,10.4983,7,0.2349,16.04
79303A,C,Critical,0.25,0.36,0.4,0.0029,0.0756,14,0.2345,85.63
84950,A,Critical,176.61,430.82,473.4,6.083,69.886,7,0.2343,29.03
16168S,C,Critical,105.56,141.04,166.73,1.8355,29.4481,14,0.2343,57.51
84945,A,Critical,236.67,372.94,493.5,17.2232,60.4974,7,0.2341,13.74
90130D,C,Critical,0.85,1.14,1.34,0.0143,0.239,14,0.2339,59.38
79403,C,Critical,7.06,8.62,10.78,0.1545,1.7991,14,0.2336,45.67
21447,B,Critical,66.21,90.84,116.98,2.6137,17.4094,10,0.2334,25.33
90126C,C,Critical,1.73,2.37,2.75,0.0272,0.4942,14,0.2333,63.53
20871,B,Critical,46.64,64.54,82.7,1.8155,12.3698,10,0.2332,25.69
22700,C,High,7.97,7.1,11.03,0.2804,1.483,14,0.233,28.43
37492A,C,Critical,8.53,11.21,13.35,0.1531,2.3408,14,0.2329,55.73
84509C,C,Critical,6.98,7.05,10.01,0.2117,1.4711,14,0.2326,32.99
85169C,C,Critical,3.94,4.19,5.73,0.1102,0.8751,14,0.2323,35.74
20783,B,Critical,6.79,10.1,12.4,0.2303,1.9359,10,0.2321,29.46
85141,C,High,2.58,2.41,3.61,0.0858,0.5034,14,0.2314,30.11
84744,C,Critical,3.44,3.96,5.12,0.083,0.8268,14,0.2304,41.5
20801,C,Critical,3.9,3.95,5.57,0.1159,0.8237,14,0.2303,33.63
20780,B,Critical,7.95,11.41,14.26,0.2847,2.1869,10,0.2302,27.93
84509e,C,Critical,0.25,0.36,0.4,0.0029,0.0756,14,0.2296,87.23
85230C,C,Critical,3.0,4.35,4.83,0.0343,0.9078,14,0.2293,87.32
72754A,C,Critical,26.37,35.44,41.29,0.4177,7.3998,14,0.2293,63.12
84660B,C,Critical,1.84,1.87,2.63,0.0544,0.3896,14,0.2293,33.87
84984A,C,Critical,21.35,28.36,33.26,0.3505,5.9208,14,0.2289,60.92
81950B,C,Critical,4.93,5.08,7.06,0.1416,1.0605,14,0.2289,34.8
20664,C,Critical,1.33,1.43,1.93,0.0358,0.2983,14,0.2286,37.2
22090,A,Critical,150.57,195.25,283.49,12.6052,31.6732,7,0.2285,11.95
20684,B,Critical,14.56,16.66,23.7,0.7039,3.1929,10,0.2282,20.68
82095,C,High,1.49,1.46,2.1,0.0458,0.3041,14,0.2282,32.51
22520,B,Critical,42.06,43.18,65.69,2.2504,8.276,10,0.2274,18.69
15059A,B,Critical,52.43,99.66,106.95,0.7282,19.1009,10,0.2274,72.0
37492B,B,Critical,23.33,36.59,43.33,0.6738,7.0135,10,0.2272,34.63
22038,C,High,27.54,23.96,37.48,0.9657,5.0033,14,0.2269,28.52
21496,C,Critical,3.76,6.41,6.41,0.0,1.3382,14,0.2266,999.0
85014a,C,Critical,0.95,0.97,1.35,0.0272,0.202,14,0.2262,34.9
85014C,B,Critical,33.97,63.41,68.49,0.5079,12.1528,10,0.2261,66.88
22987,C,Critical,9.51,11.05,14.06,0.2146,2.3079,14,0.2255,44.34
21247,C,High,15.87,12.57,21.02,0.6037,2.6243,14,0.2249,26.29
35991,C,High,17.74,16.41,24.46,0.5751,3.426,14,0.2249,30.85
22955,B,Critical,17.72,24.99,31.27,0.628,4.7891,10,0.2249,28.22
84814A,C,Critical,0.13,0.18,0.2,0.0014,0.0378,14,0.2247,88.82
22874,C,Critical,6.44,8.82,10.05,0.0873,1.8425,14,0.2245,73.82
35818C,C,Critical,0.13,0.18,0.2,0.0014,0.0378,14,0.2244,88.94
47570B,A,Critical,19.9,36.81,44.73,1.1302,5.9719,7,0.2241,17.6
20990,B,Critical,31.5,40.68,53.47,1.279,7.7965,10,0.2239,24.63
90071,C,High,1.84,1.48,2.44,0.0687,0.3091,14,0.2236,26.8
37468,C,Critical,0.13,0.18,0.2,0.0014,0.0378,14,0.2235,89.23
82482,A,Critical,133.83,166.39,245.78,11.3419,26.9914,7,0.223,11.8
47570,B,Critical,8.83,12.29,15.44,0.3147,2.3561,10,0.2227,28.06
84799,C,Critical,23.38,23.96,33.06,0.6495,5.0033,14,0.2226,36.0
22948,C,High,27.37,24.27,37.16,0.9213,5.0667,14,0.2225,29.71
90169,C,Critical,1.48,1.7,2.16,0.0329,0.3556,14,0.2224,44.9
22148,B,Critical,48.76,66.0,84.13,1.8126,12.6494,10,0.2219,26.9
17039,B,Critical,182.62,278.75,331.78,5.3033,53.4233,10,0.2215,34.44
85035b,C,Critical,0.39,0.48,0.58,0.0072,0.0999,14,0.2214,54.1
35976B,C,Critical,1.31,2.18,2.18,0.0,0.4555,14,0.2211,999.0
22603,B,Critical,95.42,117.77,158.35,4.0572,22.5717,10,0.2211,23.52
21347,C,Critical,0.67,0.85,1.01,0.0114,0.1772,14,0.2206,58.61
20793,C,Critical,31.7,43.5,48.97,0.3906,9.0835,14,0.2201,81.17
90013E,C,Critical,0.19,0.26,0.3,0.0029,0.0535,14,0.2201,67.96
84638,B,Critical,21.9,36.08,41.09,0.5007,6.915,10,0.2199,43.73
22199,A,Critical,33.17,66.17,77.38,1.6009,10.7343,7,0.2196,20.72
84559D,C,High,6.86,6.48,9.42,0.2103,1.3521,14,0.2195,32.62
22867,A,Critical,149.66,239.16,308.9,9.9628,38.7955,7,0.2181,15.02
47502,A,Critical,24.79,56.01,62.05,0.8627,9.0861,7,0.2177,28.73
21438,B,Critical,26.21,44.23,49.51,0.5279,8.4775,10,0.2175,49.64
90202B,C,Critical,0.47,0.54,0.68,0.01,0.1131,14,0.2171,47.05
18094C,C,High,10.59,9.04,14.1,0.3619,1.887,14,0.217,29.26
21335,B,Critical,1.47,1.95,2.5,0.0544,0.3746,10,0.2165,27.09
85164b,C,Critical,0.13,0.18,0.2,0.0014,0.0378,14,0.2163,91.63
90014B,C,Critical,0.94,0.95,1.31,0.0258,0.1986,14,0.2162,36.66
22352,A,Critical,72.09,94.01,134.42,5.7725,15.2501,7,0.2161,12.49
20666,C,Critical,86.78,125.51,135.15,0.6881,26.2071,14,0.2157,126.11
90024D,C,Critical,0.72,0.74,1.0,0.0186,0.1549,14,0.2154,38.55
72267,C,Critical,15.67,16.82,22.13,0.3791,3.5123,14,0.2151,41.34
16161C,C,Critical,49.67,65.91,74.93,0.6438,13.7627,14,0.2149,77.15
90096,C,High,3.39,3.29,4.65,0.0973,0.6869,14,0.2147,34.88
84770,C,Critical,9.11,11.87,13.65,0.1273,2.4779,14,0.2146,71.58
21699,C,Critical,10.75,13.91,16.07,0.1545,2.9042,14,0.2146,69.6
16161G,C,Critical,14.76,14.91,20.42,0.3934,3.1136,14,0.2135,37.52
22917,C,Critical,5.76,6.14,8.08,0.1388,1.2822,14,0.2132,41.5
21919,C,Critical,0.44,0.51,0.63,0.0086,0.1067,14,0.2132,51.0
90120A,C,High,4.0,3.62,5.36,0.1245,0.7553,14,0.2127,32.1
DCGS0044,C,Critical,0.13,0.18,0.2,0.0014,0.0378,14,0.2126,92.9
85123b,C,Critical,0.13,0.18,0.2,0.0014,0.0378,14,0.2126,92.89
90000A,C,Critical,1.21,1.3,1.7,0.0286,0.2714,14,0.2125,42.32
21310,C,Critical,0.44,0.57,0.65,0.0057,0.1196,14,0.2124,76.4
20988,C,Critical,1.61,1.81,2.29,0.0343,0.3769,14,0.212,46.84
35838A,C,Critical,13.26,15.42,19.02,0.2575,3.2192,14,0.2115,51.48
21693,B,Critical,15.9,16.71,24.49,0.7783,3.2025,10,0.2114,20.43
84617,C,Critical,0.64,0.77,0.93,0.0114,0.1602,14,0.2112,56.02
22610,A,Critical,129.14,284.23,315.4,4.4535,46.1061,7,0.211,29.0
21992,A,Critical,34.62,56.38,71.57,2.1688,9.1464,7,0.2109,15.96
82081,C,Critical,10.0,10.39,13.87,0.2489,2.1693,14,0.2109,40.19
22049,C,High,101.62,82.04,132.11,3.5765,17.1296,14,0.2106,28.41
22789,B,Critical,16.06,20.95,26.79,0.5837,4.0153,10,0.2104,27.51
D,C,Critical,80.85,128.31,128.31,0.0,26.7917,14,0.21,999.0
22522,B,Critical,37.98,39.43,58.12,1.8684,7.5574,10,0.2097,20.33
37467,C,High,5.89,5.65,7.97,0.166,1.1793,14,0.2093,35.5
37491A,C,Critical,0.81,0.86,1.13,0.0186,0.1806,14,0.2093,43.38
84231,C,Critical,7.13,7.4,9.84,0.1745,1.5443,14,0.2085,40.87
21205,B,Critical,15.16,18.47,24.52,0.6052,3.5396,10,0.2079,25.05
16054,C,Critical,5.05,6.56,7.44,0.0629,1.3696,14,0.2077,80.3
10080,C,Critical,1.04,1.25,1.49,0.0172,0.2617,14,0.2075,60.49
90032,C,High,1.41,1.36,1.9,0.0386,0.2831,14,0.2071,36.4
22951,B,Critical,133.92,166.64,218.03,5.1388,31.938,10,0.2069,26.06
85034A,B,Critical,16.07,22.21,27.27,0.5064,4.2559,10,0.2069,31.72
79341,B,Critical,50.14,93.23,97.2,0.3963,17.8683,10,0.2069,126.52
21343,C,Critical,1.99,2.55,2.91,0.0258,0.532,14,0.2068,77.18
84705b,C,Critical,0.2,0.26,0.3,0.0029,0.0535,14,0.2065,71.22
84753A,C,Critical,5.84,6.09,8.03,0.1388,1.271,14,0.2061,42.1
35610A,C,Critical,10.78,12.62,15.31,0.1917,2.6355,14,0.2058,56.24
21853,C,Critical,0.26,0.31,0.37,0.0043,0.0654,14,0.2057,60.86
20895,C,Critical,1.75,2.22,2.54,0.0229,0.463,14,0.2055,76.24
22938,B,Critical,47.97,56.6,76.33,1.9728,10.8475,10,0.2052,24.31
22258,C,Critical,26.63,29.5,37.15,0.5465,6.1587,14,0.2051,48.72
21425,B,Critical,22.85,34.69,40.23,0.5536,6.6482,10,0.2051,41.27
21794,B,Critical,5.89,6.53,9.16,0.2632,1.2505,10,0.2048,22.39
90155,C,Critical,1.28,1.34,1.76,0.03,0.2791,14,0.2046,42.69
22099,B,Critical,21.98,24.22,34.08,0.9857,4.6419,10,0.2044,22.3
84616,B,Critical,3.4,5.17,5.98,0.0815,0.9902,10,0.2044,41.72
72751C,C,Critical,0.14,0.18,0.2,0.0014,0.0378,14,0.2042,95.78
22860,C,Critical,2.26,2.9,3.28,0.0272,0.6062,14,0.2037,83.14
84824,C,High,1.63,1.44,2.14,0.0501,0.301,14,0.2036,32.64
20796,C,Critical,2.46,2.66,3.4,0.0529,0.5551,14,0.2034,46.54
84918,B,Critical,8.74,11.48,14.43,0.2947,2.201,10,0.2027,29.65
37502,A,Critical,20.79,33.89,42.57,1.2403,5.4975,7,0.2026,16.76
22595,A,Critical,128.61,189.62,250.46,8.6924,30.7592,7,0.2025,14.8
46126A,C,Critical,16.12,16.62,21.93,0.3791,3.47,14,0.2024,42.53
22144,A,Critical,40.0,75.59,88.53,1.8484,12.2615,7,0.2021,21.64
21829,B,High,200.57,164.94,282.12,11.7182,31.611,10,0.2021,17.12
16201A,C,Critical,7.69,8.75,10.73,0.1416,1.8266,14,0.202,54.28
22661,B,Critical,93.44,97.36,141.57,4.4206,18.6596,10,0.202,21.14
84750A,B,Critical,19.58,24.35,31.6,0.7253,4.6661,10,0.2018,26.99
47556b,C,Critical,0.32,0.36,0.44,0.0057,0.0755,14,0.2017,55.24
48103,C,Critical,3.15,3.74,4.44,0.0501,0.7805,14,0.2012,62.85
84761,C,High,11.32,9.08,14.45,0.3834,1.8968,14,0.2008,29.53
22065,A,Critical,43.05,64.36,84.24,2.8398,10.4404,7,0.2007,15.16
84951b,C,Critical,0.91,1.09,1.29,0.0143,0.2267,14,0.2007,63.73
90082D,C,High,4.03,3.18,5.12,0.1388,0.6638,14,0.2006,29.03
90197D,C,Critical,0.8,0.94,1.12,0.0129,0.1963,14,0.2003,61.93
22120,A,Critical,10.03,14.0,18.97,0.7096,2.271,7,0.1999,14.13
22036,C,High,55.55,36.19,67.92,2.2661,7.5569,14,0.1997,24.51
90023,C,High,1.06,1.03,1.41,0.0272,0.2157,14,0.1997,39.02
47369A,C,Critical,1.4,1.54,1.92,0.0272,0.3222,14,0.1992,51.46
22888,C,Critical,0.33,0.4,0.46,0.0043,0.0845,14,0.199,76.28
84997d,C,Critical,4.29,4.35,5.77,0.1016,0.9082,14,0.1989,42.28
90179C,C,Critical,0.83,0.86,1.13,0.0186,0.1806,14,0.1987,44.75
84078A,A,Critical,15.8,26.9,32.93,0.8612,4.3634,7,0.1987,18.35
21801,B,High,72.47,71.47,107.27,3.5794,13.6981,10,0.1986,20.25
21017,C,Critical,40.2,40.82,54.02,0.9428,8.5228,14,0.1986,42.64
85030,C,Critical,12.81,14.24,17.63,0.2418,2.9737,14,0.1985,52.97
21879,C,High,18.57,15.95,23.96,0.5722,3.3298,14,0.1984,32.45
84601A,C,Critical,28.44,39.6,41.8,0.1574,8.268,14,0.1982,180.74
84520D,C,High,32.35,27.99,41.75,0.9828,5.8442,14,0.1976,32.92
22243,A,Critical,117.44,196.71,242.36,6.5207,31.9099,7,0.1976,18.01
44235,C,Critical,31.99,39.62,45.28,0.4049,8.2716,14,0.1975,79.01
22260,B,Critical,48.2,65.57,79.97,1.4406,12.5658,10,0.1975,33.46
47590b,C,Critical,0.14,0.18,0.2,0.0014,0.0378,14,0.1974,98.19
90130C,C,High,0.69,0.67,0.91,0.0172,0.1406,14,0.1973,40.09
90183A,C,Critical,1.08,1.2,1.48,0.02,0.2503,14,0.1969,53.87
47351B,C,Critical,1.06,1.23,1.47,0.0172,0.2561,14,0.1968,61.63
20936,C,High,13.02,12.59,17.22,0.3305,2.6291,14,0.1967,39.4
85032B,C,Critical,21.43,26.22,30.15,0.2804,5.475,14,0.1964,76.44
22566,B,Critical,108.41,153.55,182.4,2.8856,29.4278,10,0.1963,37.57
22324,B,Critical,16.67,21.44,26.97,0.5536,4.1083,10,0.1958,30.1
90029,C,Critical,1.36,1.52,1.86,0.0243,0.318,14,0.1955,55.96
35969,C,High,25.57,22.53,33.01,0.7482,4.7044,14,0.1955,34.18
20714,C,Critical,113.35,121.75,153.39,2.2604,25.4202,14,0.1952,50.15
15030,C,High,6.08,5.74,7.97,0.1588,1.199,14,0.1951,38.28
71050,C,Critical,1.99,2.43,2.79,0.0258,0.5072,14,0.195,77.35
72752B,C,Critical,0.33,0.4,0.46,0.0043,0.0845,14,0.1947,77.43
20785,A,Critical,2.85,5.35,6.22,0.1245,0.8682,7,0.1946,22.89
90150,C,Critical,0.87,0.9,1.16,0.0186,0.1883,14,0.1945,46.64
90024B,C,High,0.87,0.78,1.12,0.0243,0.1632,14,0.1945,35.63
84613C,C,Critical,5.77,6.72,7.96,0.0887,1.4033,14,0.1942,65.06
17129C,C,Critical,10.54,13.07,14.79,0.123,2.7282,14,0.194,85.63
90185A,C,Critical,1.74,2.05,2.41,0.0258,0.4275,14,0.1939,67.64
21281,B,Critical,306.55,528.1,558.28,3.0186,101.2117,10,0.1939,101.55
21828,B,Critical,34.23,43.93,55.13,1.1202,8.4185,10,0.1936,30.55
85136B,C,High,2.45,1.97,3.09,0.0801,0.4103,14,0.1935,30.58
90016C,C,High,0.85,0.84,1.13,0.02,0.1764,14,0.1935,42.5
84569B,C,High,15.36,11.69,19.15,0.5322,2.4419,14,0.1934,28.86
22591,B,Critical,34.27,41.7,54.07,1.2375,7.9913,10,0.1932,27.69
84358,B,Critical,6.86,10.63,11.91,0.1273,2.0382,10,0.1932,53.85
84086C,C,High,3.9,3.31,4.97,0.1187,0.6909,14,0.1931,32.87
90072,C,High,1.4,1.38,1.84,0.0329,0.2889,14,0.193,42.47
45016,C,Critical,7.03,7.56,9.46,0.1359,1.578,14,0.1925,51.74
62097B,C,Critical,0.29,0.36,0.4,0.0029,0.0756,14,0.1924,99.99
22922,C,Critical,39.35,42.52,52.97,0.7468,8.8779,14,0.1922,52.69
79164,B,Critical,122.02,177.33,205.79,2.8469,33.9849,10,0.192,42.86
71495B,C,Critical,15.32,18.32,21.19,0.2046,3.8257,14,0.192,74.91
22367,A,Critical,79.73,95.71,139.65,6.2775,15.5252,7,0.1918,12.7
16219,C,High,15.98,14.36,20.57,0.4435,2.9987,14,0.1918,36.04
21735,A,Critical,25.29,54.61,59.45,0.6924,8.8579,7,0.1915,36.53
20752,B,Critical,43.95,52.82,68.82,1.5994,10.1236,10,0.1912,27.48
21002,B,High,9.03,8.81,13.16,0.4349,1.6892,10,0.1906,20.76
22067,B,Critical,49.43,53.65,74.61,2.0959,10.2829,10,0.1906,23.58
22832,C,Critical,2.05,2.18,2.74,0.0401,0.4556,14,0.1906,51.26
22862,A,Critical,15.03,23.8,29.87,0.867,3.8609,7,0.1903,17.33
21807,B,High,86.26,82.69,124.97,4.2275,15.8485,10,0.1901,20.4
21847,C,Critical,21.82,23.87,29.32,0.3891,4.9842,14,0.19,56.07
84405A,B,Critical,5.8,7.45,9.28,0.1831,1.4276,10,0.1898,31.66
20777,B,Critical,386.65,631.7,681.72,5.0029,121.0666,10,0.1896,77.29
85018D,B,Critical,30.87,37.34,48.25,1.0916,7.1561,10,0.189,28.28
90187A,C,Critical,0.51,0.54,0.68,0.01,0.1131,14,0.1889,51.28
21967,A,Critical,569.98,1223.47,1329.9,15.2031,198.4676,7,0.1887,37.49
21986,A,Critical,345.37,662.18,756.68,13.5007,107.4161,7,0.1887,25.58
21711,B,Critical,15.45,21.35,25.36,0.4006,4.0924,10,0.1882,38.58
90214D,C,Critical,2.36,2.4,3.1,0.0501,0.5011,14,0.1881,47.14
22050,B,High,64.02,63.83,93.52,2.9685,12.2337,10,0.1874,21.57
22267,C,Critical,53.34,58.54,71.22,0.9056,12.2235,14,0.187,58.9
37491C,C,Critical,6.05,7.27,8.28,0.0715,1.5189,14,0.187,84.64
72753A,C,Critical,28.61,32.07,38.38,0.4506,6.6957,14,0.1867,63.49
84030C,C,Critical,2.19,2.78,3.04,0.0186,0.5799,14,0.1864,117.98
22289,C,Critical,51.61,56.38,68.72,0.8813,11.7723,14,0.1863,58.56
22983,C,High,69.72,53.98,86.06,2.2918,11.2701,14,0.1861,30.42
21553,C,High,5.81,5.78,7.56,0.1273,1.2063,14,0.1861,45.64
84987,A,Critical,106.3,145.66,196.17,7.216,23.6282,7,0.1861,14.73
22645,A,Critical,68.37,89.51,123.58,4.867,14.5204,7,0.186,14.05
84765,C,Critical,0.72,0.83,0.97,0.01,0.1732,14,0.1851,71.98
72756,A,Critical,173.95,347.74,387.66,5.7039,56.4084,7,0.1846,30.5
85188A,C,High,28.97,24.14,36.18,0.8598,5.04,14,0.1846,33.7
84948,C,High,13.51,11.57,16.96,0.3848,2.4164,14,0.1845,35.1
85049F,B,High,49.38,45.15,69.9,2.475,8.653,10,0.1841,19.95
22770,C,High,1.14,1.13,1.47,0.0243,0.2351,14,0.1832,46.67
84205C,C,Critical,0.3,0.36,0.4,0.0029,0.0756,14,0.183,103.43
21394,C,Critical,9.77,9.87,12.67,0.2003,2.06,14,0.183,48.79
85230B,C,High,43.35,35.66,53.76,1.2933,7.4454,14,0.1824,33.52
21896,A,Critical,45.76,81.42,95.5,2.0114,13.2084,7,0.1823,22.75
35958,B,Critical,47.26,56.53,72.71,1.618,10.8349,10,0.1822,29.21
84533B,C,High,3.04,2.63,3.81,0.0844,0.5485,14,0.182,36.07
10120,C,High,24.25,21.28,30.44,0.6538,4.4439,14,0.182,37.09
84846A,C,High,9.24,7.18,11.33,0.2961,1.4996,14,0.1819,31.21
22583,A,Critical,27.32,39.12,51.19,1.7239,6.3467,7,0.1818,15.85
90200E,C,High,4.88,4.22,6.1,0.1345,0.8807,14,0.1817,36.28
35955,C,Critical,19.84,24.09,26.8,0.1931,5.0307,14,0.1813,102.71
79323LP,A,Critical,33.19,59.87,69.64,1.3948,9.7127,7,0.181,23.79
85036b,C,Critical,0.22,0.26,0.3,0.0029,0.0535,14,0.181,77.72
21321,C,Critical,8.98,9.56,11.7,0.1531,1.9952,14,0.1798,58.67
90059C,C,High,1.79,1.74,2.28,0.0386,0.363,14,0.1795,46.25
20700,B,Critical,24.26,34.72,39.67,0.495,6.6551,10,0.1795,49.0
DCGS0070,C,Critical,0.15,0.18,0.2,0.0014,0.0378,14,0.1793,104.81
85169B,C,High,8.97,8.25,11.29,0.2175,1.7225,14,0.1791,41.23
21874,A,Critical,77.61,108.17,143.08,4.9871,17.5462,7,0.1789,15.56
85124c,C,Critical,0.35,0.4,0.46,0.0043,0.0845,14,0.1787,81.81
85049C,B,High,44.15,33.54,58.97,2.5436,6.4276,10,0.1786,17.36
85118,B,Critical,82.58,102.12,127.64,2.5522,19.5719,10,0.1783,32.35
21450,C,Critical,0.35,0.4,0.46,0.0043,0.0845,14,0.1779,82.05
22042,C,High,59.24,43.37,71.29,1.9943,9.056,14,0.1777,29.7
90021,C,Critical,0.4,0.44,0.52,0.0057,0.0925,14,0.1775,69.97
79190A,C,High,18.4,14.52,22.39,0.5622,3.0323,14,0.1768,32.72
22070,A,Critical,17.37,22.03,30.61,1.226,3.5733,7,0.1763,14.17
90049,C,Critical,1.09,1.28,1.44,0.0114,0.2674,14,0.1761,95.32
17012C,C,Critical,44.63,49.2,58.03,0.6309,10.2719,14,0.1759,70.73
22232,C,High,20.07,16.33,24.52,0.5851,3.4094,14,0.1759,34.3
85130A,B,Critical,20.96,21.02,30.1,0.9084,4.0286,10,0.1756,23.07
22233,C,High,15.1,12.35,18.42,0.4335,2.5782,14,0.1746,34.83
21535,A,Critical,77.05,86.35,128.7,6.0501,14.0076,7,0.1746,12.74
16014,A,Critical,736.4,1406.95,1577.61,24.3805,228.2304,7,0.1744,30.2
21925,B,Critical,26.65,26.8,38.22,1.1416,5.1364,10,0.1742,23.34
22095,B,Critical,81.37,101.96,125.23,2.3276,19.5404,10,0.1736,34.96
35816P,C,Critical,25.41,28.61,32.99,0.3133,5.973,14,0.1734,81.11
90214H,C,High,2.02,1.66,2.46,0.0572,0.3463,14,0.1731,35.33
79303B,C,Critical,14.27,16.41,18.59,0.1559,3.4263,14,0.173,91.49
21157,B,High,17.87,15.54,24.54,0.8999,2.9782,10,0.173,19.86
22103,B,Critical,22.58,27.08,34.19,0.711,5.19,10,0.1729,31.76
72812,C,High,4.13,3.67,5.09,0.1016,0.7662,14,0.1727,40.63
16235,C,High,112.19,78.65,132.84,3.8712,16.4214,14,0.1726,28.98
79191C,C,High,20.89,17.87,25.58,0.5508,3.7303,14,0.1725,37.93
21442,C,High,32.19,29.02,39.77,0.7682,6.0583,14,0.1722,41.9
21530,C,High,8.58,6.65,10.31,0.2618,1.3882,14,0.1721,32.77
85124b,C,Critical,0.23,0.26,0.3,0.0029,0.0535,14,0.172,80.15
46307,C,High,2.64,2.18,3.21,0.073,0.4562,14,0.172,36.14
84993B,C,High,24.64,19.57,29.7,0.7239,4.0857,14,0.1714,34.04
72821,C,Critical,3.85,3.92,4.86,0.0672,0.8187,14,0.171,57.29
20830,C,High,18.97,18.49,23.72,0.3734,3.8607,14,0.1707,50.81
21908,A,Critical,149.63,217.72,278.43,8.6724,35.3179,7,0.1706,17.25
22873,C,Critical,7.78,8.82,10.05,0.0873,1.8425,14,0.1706,89.21
22198,A,Critical,128.89,153.79,219.83,9.4349,24.9465,7,0.1705,13.66
22519,B,Critical,42.63,48.62,63.19,1.4564,9.3186,10,0.1704,29.27
85018C,C,Critical,4.8,5.47,6.2,0.0515,1.1432,14,0.1703,93.13
84631,B,Critical,20.75,29.78,33.33,0.3548,5.708,10,0.1703,58.49
